PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID
10000163,10000163,BSRDIF-B821,01,AE
10000163,10000163,BSRROF-B822,01,AE
10000163,10000163,BSRROFF-B824,01,AE
10000163,10000163,BSSEHF-C607,01,AE
10000163,10000163,BSSEHFF-C605,01,AE
10000163,10000163,BSSRF-C630,01,AE
10000163,10000163,BSSRFF-C631,01,AE
10000163,10000163,MCCF-B320,01,AE
10000163,10000163,MCCFF-B321,01,AE
10000163,10000163,MOSTFT-B110,01,UCO
10000163,10000163,MOSTPT-B110,02,UCO
10000216,10000216,177650,01,AN
10000216,10000216,177650,02,AN
10000216,10000216,532986,01,AN
10000216,10000216,532986,02,AN
10000291,10000291,K00001,01,AA
10000291,10000291,K00001,01,CC
10000291,10000291,K00004,01,CC
10000291,10000291,K00005,01,CC
10000291,10000291,K00006,01,CC
10000291,10000291,K00007,01,CC
10000291,10000291,K00008,01,CC
10000291,10000291,K00009,01,CC
10000291,10000291,K00011,01,CC
10000291,10000291,K00018,01,CC
10000291,10000291,K00020,01,CC
10000291,10000291,K00024,01,CC
10000291,10000291,K00028,01,CC
10000291,10000291,K00032,01,CC
10000291,10000291,K00035,01,SS
10000291,10000291,K00038,01,GG
10000291,10000291,K00040,01,CC
10000291,10000291,K00041,01,CC
10000291,10000291,K00042,01,CC
10000291,10000291,K00045,01,CC
10000291,10000291,K00048,01,CC
10000291,10000291,K00050,01,CC
10000291,10000291,K00051,01,GG
10000291,10000291,K00052,01,GG
10000291,10000291,K00053,01,GG
10000291,10000291,K00054,01,GG
10000291,10000291,K00055,01,GG
10000291,10000291,K00065,01,AA
10000291,10000291,K00065,01,CC
10000291,10000291,K00082,01,AA
10000291,10000291,K00082,01,CC
10000291,10000291,K00082,01,PP
10000291,10000291,K00083,01,GG
10000291,10000291,K00087,01,AA
10000291,10000291,K00092,01,PP
10000291,10000291,K00096,01,GG
10000291,10000291,K00099,01,PP
10000291,10000291,K00100,01,AA
10000291,10000291,K00102,01,AA
10000291,10000291,K00104,01,CC
10000291,10000291,K00105,01,AA
10000291,10000291,K00106,01,AA
10000291,10000291,K00108,01,AA
10000291,10000291,K00108,01,CC
10000291,10000291,K00109,01,AA
10000291,10000291,K00109,01,CC
10000291,10000291,K00111,01,AA
10000291,10000291,K00116,01,AA
10000291,10000291,K00116,01,CC
10000291,10000291,K00119,01,AA
10000291,10000291,K00119,01,CC
10000291,10000291,K00123,01,CC
10000291,10000291,K00126,01,AA
10000291,10000291,K00126,01,CC
10000291,10000291,K00127,01,AA
10000291,10000291,K00128,01,CC
10000291,10000291,K00132,01,CC
10000291,10000291,K00133,01,CC
10000291,10000291,K00136,01,AA
10000291,10000291,K00136,01,CC
10000291,10000291,K00139,01,CC
10000291,10000291,K00141,01,AA
10000291,10000291,K00142,01,AA
10000291,10000291,K00143,01,AA
10000291,10000291,K00144,01,AA
10000291,10000291,K00145,01,AA
10000291,10000291,K00147,01,AA
10000291,10000291,K00157,01,CC
10000291,10000291,K00158,01,CC
10000291,10000291,K00162,01,AA
10000291,10000291,K00163,01,CC
10000291,10000291,K00167,01,LL
10000291,10000291,K00170,01,CC
10000291,10000291,K00179,01,CC
10000291,10000291,K00182,01,GG
10000291,10000291,K00187,02,SS
10000291,10000291,K00188,01,CC
10000291,10000291,K00189,01,CC
10000291,10000291,K00191,01,CC
10000291,10000291,K00193,01,CC
10000291,10000291,K00194,01,CC
10000291,10000291,K00199,01,SS
10000291,10000291,K00200,01,CC
10000291,10000291,K00201,01,CC
10000291,10000291,K00202,01,CC
10000291,10000291,K00205,02,SS
10000291,10000291,K00209,01,LL
10000291,10000291,K00211,01,AA
10000291,10000291,K00212,01,CC
10000291,10000291,K00215,01,LL
10000291,10000291,K00217,01,PP
10000291,10000291,K00218,01,PP
10000291,10000291,K00225,01,CC
10000291,10000291,K00226,01,GG
10000291,10000291,K00227,01,GG
10000291,10000291,K00230,01,GG
10000291,10000291,K00231,01,GG
10000291,10000291,K00232,01,GG
10000291,10000291,K00233,01,GG
10000291,10000291,K00234,01,GG
10000291,10000291,K00235,01,GG
10000291,10000291,K00237,01,GG
10000291,10000291,K00249,01,CC
10000291,10000291,K00251,01,CC
10000291,10000291,K00256,01,LL
10000291,10000291,K00283,02,AA
10000291,10000291,K00289,02,AA
10000291,10000291,K00295,01,AA
10000291,10000291,K00298,01,CC
10000291,10000291,K00300,01,AA
10000291,10000291,K00300,01,CC
10000291,10000291,K00306,01,AA
10000291,10000291,K00306,01,CC
10000291,10000291,K00309,01,CC
10000291,10000291,K00314,01,CC
10000291,10000291,K00316,01,AA
10000291,10000291,K00322,02,AA
10000291,10000291,K00323,01,AA
10000291,10000291,K00324,01,AA
10000291,10000291,K00329,01,AA
10000291,10000291,K00330,01,AA
10000291,10000291,K00338,02,AA
10000291,10000291,K00365,02,LL
10000291,10000291,K00367,01,CC
10000291,10000291,K00368,01,CC
10000291,10000291,K00372,01,AA
10000291,10000291,K00372,01,CC
10000291,10000291,K00378,01,GG
10000291,10000291,K00379,01,CC
10000291,10000291,K00381,01,AA
10000291,10000291,K00382,01,CC
10000291,10000291,K00386,01,CC
10000291,10000291,K00387,01,CC
10000291,10000291,K00388,01,CC
10000291,10000291,K00389,01,CC
10000291,10000291,K00390,01,CC
10000291,10000291,K00391,01,CC
10000291,10000291,K00393,01,CC
10000291,10000291,K00394,01,CC
10000291,10000291,K00397,01,AA
10000291,10000291,K00397,01,CC
10000291,10000291,K00397,01,PP
10000291,10000291,K00446,01,CC
10000291,10000291,K00447,01,CC
10000291,10000291,K00448,01,CC
10000291,10000291,K00449,01,CC
10000291,10000291,K00451,01,CC
10000291,10000291,K00452,01,CC
10000291,10000291,K00453,01,CC
10000291,10000291,K00454,01,CC
10000291,10000291,K00455,01,CC
10000291,10000291,K00457,01,CC
10000291,10000291,K00458,01,CC
10000291,10000291,K00459,01,CC
10000291,10000291,K00460,01,CC
10000291,10000291,K00462,01,CC
10000291,10000291,K00466,01,CC
10000291,10000291,K00467,01,CC
10000291,10000291,K00468,01,CC
10000291,10000291,K00469,01,CC
10000291,10000291,K00472,01,CC
10000291,10000291,K00474,01,CC
10000291,10000291,K00475,01,AA
10000291,10000291,K00476,01,CC
10000291,10000291,K00478,01,AA
10000291,10000291,K00480,01,AA
10000291,10000291,K00480,01,CC
10000291,10000291,K00481,01,AA
10000291,10000291,K00481,01,CC
10000291,10000291,K00483,01,AA
10000291,10000291,K00484,01,CC
10000291,10000291,K00485,01,CC
10000291,10000291,K00486,01,AA
10000291,10000291,K00488,01,AA
10000291,10000291,K00489,01,AA
10000291,10000291,K00489,01,CC
10000291,10000291,K00490,01,CC
10000291,10000291,K00491,01,CC
10000291,10000291,K00492,01,CC
10000291,10000291,K00493,01,CC
10000291,10000291,K00494,01,CC
10000291,10000291,K00495,01,CC
10000291,10000291,K00496,01,CC
10000291,10000291,K00497,01,CC
10000291,10000291,K00498,01,CC
10000291,10000291,K00499,01,CC
10000291,10000291,K00500,01,CC
10000291,10000291,K00501,01,AA
10000291,10000291,K00502,01,AA
10000291,10000291,K00503,01,AA
10000291,10000291,K00504,01,CC
10000291,10000291,K00505,01,CC
10000291,10000291,K00506,01,CC
10000291,10000291,K00507,01,CC
10000291,10000291,K00508,01,CC
10000291,10000291,K00509,01,CC
10000291,10000291,K00510,01,CC
10000291,10000291,K00511,01,CC
10000291,10000291,K00512,01,CC
10000291,10000291,K00513,01,CC
10000291,10000291,K00514,01,CC
10000291,10000291,K00517,01,CC
10000291,10000291,K00518,01,CC
10000291,10000291,K00519,01,AA
10000291,10000291,K00520,01,CC
10000291,10000291,K00521,01,CC
10000291,10000291,K00522,01,CC
10000291,10000291,K00523,01,CC
10000291,10000291,K00527,01,AA
10000291,10000291,K00527,01,CC
10000291,10000291,K00530,01,AA
10000291,10000291,K00531,01,CC
10000291,10000291,K00532,01,CC
10000291,10000291,K00533,01,CC
10000291,10000291,K00534,01,CC
10000291,10000291,K00535,01,AA
10000291,10000291,K00535,01,CC
10000291,10000291,K00536,01,AA
10000291,10000291,K00537,01,CC
10000291,10000291,K00538,01,CC
10000291,10000291,K00539,01,CC
10000291,10000291,K00540,01,CC
10000291,10000291,K00541,01,CC
10000291,10000291,K00542,01,CC
10000291,10000291,K00543,01,CC
10000291,10000291,K00544,01,CC
10000291,10000291,K00545,01,CC
10000291,10000291,K00548,01,AA
10000291,10000291,K00548,01,CC
10000291,10000291,K00554,01,AA
10000291,10000291,K00555,01,CC
10000291,10000291,K00558,01,AA
10000291,10000291,K00558,01,CC
10000291,10000291,K00559,01,AA
10000291,10000291,K00560,01,CC
10000291,10000291,K00565,01,CC
10000291,10000291,K00566,01,CC
10000291,10000291,K00567,01,CC
10000291,10000291,K00568,01,CC
10000291,10000291,K00569,01,CC
10000291,10000291,K00572,01,CC
10000291,10000291,K00573,01,CC
10000291,10000291,K00574,01,CC
10000291,10000291,K00575,01,CC
10000291,10000291,K00576,01,CC
10000291,10000291,K00577,01,CC
10000291,10000291,K00578,01,CC
10000291,10000291,K00579,01,CC
10000291,10000291,K00580,01,CC
10000291,10000291,K00581,01,CC
10000291,10000291,K00582,01,CC
10000291,10000291,K00583,01,CC
10000291,10000291,K00584,01,CC
10000291,10000291,K00585,01,CC
10000291,10000291,K00586,01,CC
10000291,10000291,K00587,01,CC
10000291,10000291,K00588,01,CC
10000291,10000291,K00589,01,CC
10000291,10000291,K00590,01,CC
10000291,10000291,K00591,01,CC
10000291,10000291,K00592,01,CC
10000291,10000291,K00593,01,CC
10000291,10000291,K00595,01,CC
10000291,10000291,K00599,01,CC
10000291,10000291,K00600,01,CC
10000291,10000291,K00601,01,CC
10000291,10000291,K00602,01,CC
10000291,10000291,K00604,01,CC
10000291,10000291,K00605,01,AA
10000291,10000291,K00606,02,AA
10000291,10000291,K00607,01,CC
10000291,10000291,K00608,01,CC
10000291,10000291,K00611,01,CC
10000291,10000291,K00615,01,CC
10000291,10000291,K00616,01,AA
10000291,10000291,K00617,01,CC
10000291,10000291,K00618,01,AA
10000291,10000291,K00618,01,CC
10000291,10000291,K00626,01,AA
10000291,10000291,K00627,01,LL
10000291,10000291,K00633,01,AA
10000291,10000291,K00639,01,PP
10000291,10000291,K00640,01,PP
10000291,10000291,K00643,01,PP
10000291,10000291,K00646,01,PP
10000291,10000291,K00651,01,PP
10000291,10000291,K00652,01,PP
10000291,10000291,K00668,01,PP
10000291,10000291,K00672,01,PP
10000291,10000291,K00673,01,PP
10000291,10000291,K00676,01,PP
10000291,10000291,K00677,01,PP
10000291,10000291,K00678,01,PP
10000291,10000291,K00679,01,PP
10000291,10000291,K00680,01,CC
10000291,10000291,K00681,01,CC
10000291,10000291,K00686,01,PP
10000291,10000291,K00688,01,CC
10000291,10000291,K00689,01,CC
10000291,10000291,K00692,01,CC
10000291,10000291,K00693,01,CC
10000291,10000291,K00698,02,PP
10000291,10000291,K00702,01,PP
10000291,10000291,K00703,02,PP
10000291,10000291,K00704,01,PP
10000291,10000291,K00705,01,PP
10000291,10000291,K00706,02,PP
10000291,10000291,K00707,01,PP
10000291,10000291,K00708,01,PP
10000291,10000291,K00712,01,PP
10000291,10000291,K00719,01,CC
10000291,10000291,K00720,01,CC
10000291,10000291,K00721,01,CC
10000291,10000291,K00727,01,CC
10000291,10000291,K00728,01,CC
10000291,10000291,K00729,01,CC
10000291,10000291,K00730,01,CC
10000291,10000291,K00731,01,CC
10000291,10000291,K00732,01,CC
10000291,10000291,K00733,01,CC
10000291,10000291,K00734,01,CC
10000291,10000291,K00735,01,CC
10000291,10000291,K00736,01,CC
10000291,10000291,K00737,01,CC
10000291,10000291,K00738,01,CC
10000291,10000291,K00739,01,CC
10000291,10000291,K00740,01,CC
10000291,10000291,K00741,01,CC
10000291,10000291,K00742,01,CC
10000291,10000291,K00747,01,PP
10000291,10000291,K00748,01,PP
10000291,10000291,K00749,01,PP
10000291,10000291,K00750,01,PP
10000291,10000291,K00751,01,PP
10000291,10000291,K00752,01,PP
10000291,10000291,K00753,01,PP
10000291,10000291,K00754,01,PP
10000291,10000291,K00755,01,PP
10000291,10000291,K00756,01,PP
10000291,10000291,K00757,01,PP
10000291,10000291,K00758,02,PP
10000291,10000291,K00760,01,PP
10000291,10000291,K00762,01,CC
10000291,10000291,K00763,01,CC
10000291,10000291,K00764,01,CC
10000291,10000291,K00766,01,PP
10000291,10000291,K00767,01,PP
10000291,10000291,K00768,01,PP
10000291,10000291,K00769,02,PP
10000291,10000291,K00770,01,PP
10000291,10000291,K00773,01,PP
10000291,10000291,K00774,02,PP
10000291,10000291,K00775,01,PP
10000291,10000291,K00777,01,CC
10000291,10000291,K00778,01,CC
10000291,10000291,K00779,01,CC
10000291,10000291,K00780,01,CC
10000291,10000291,K00782,01,CC
10000291,10000291,K00782,01,PP
10000291,10000291,K00783,01,CC
10000291,10000291,K00783,01,PP
10000291,10000291,K00785,01,CC
10000291,10000291,K00786,01,PP
10000291,10000291,K00787,01,PP
10000291,10000291,K00788,01,PP
10000291,10000291,K00789,01,PP
10000291,10000291,K00790,01,PP
10000291,10000291,K00791,01,PP
10000291,10000291,K00792,01,PP
10000291,10000291,K00795,01,AA
10000291,10000291,K00796,01,AA
10000291,10000291,K00798,01,AA
10000291,10000291,K00799,01,CC
10000291,10000291,K00800,01,CC
10000291,10000291,K00804,01,CC
10000291,10000291,K00805,01,AA
10000291,10000291,K00806,01,PP
10000291,10000291,K00808,01,GG
10000291,10000291,K00809,01,PP
10000291,10000291,K00810,01,PP
10000291,10000291,K00811,01,PP
10000291,10000291,K00812,01,PP
10000291,10000291,K00813,01,PP
10000291,10000291,K00814,01,PP
10000291,10000291,K00815,01,WW
10000291,10000291,K00815,02,WW
10000291,10000291,K00816,01,WW
10000291,10000291,K00816,02,WW
10000291,10000291,K00819,01,WW
10000291,10000291,K00819,02,WW
10000291,10000291,K00820,01,WW
10000291,10000291,K00820,02,WW
10000291,10000291,K00821,01,WW
10000291,10000291,K00821,02,WW
10000291,10000291,K00822,01,WW
10000291,10000291,K00822,02,WW
10000291,10000291,K00823,01,WW
10000291,10000291,K00823,02,WW
10000291,10000291,K00824,01,WW
10000291,10000291,K00824,02,WW
10000291,10000291,K00827,01,WW
10000291,10000291,K00827,02,WW
10000291,10000291,K00828,01,WW
10000291,10000291,K00828,02,WW
10000291,10000291,K00829,01,WW
10000291,10000291,K00829,02,WW
10000291,10000291,K00831,01,WW
10000291,10000291,K00831,02,WW
10000291,10000291,K00832,01,WW
10000291,10000291,K00832,02,WW
10000291,10000291,K00834,01,WW
10000291,10000291,K00834,02,WW
10000291,10000291,K00835,01,WW
10000291,10000291,K00835,02,WW
10000291,10000291,K00836,01,WW
10000291,10000291,K00836,02,WW
10000291,10000291,K00838,01,WW
10000291,10000291,K00838,02,WW
10000291,10000291,K00839,01,WW
10000291,10000291,K00839,02,WW
10000291,10000291,K00842,01,WW
10000291,10000291,K00842,02,WW
10000291,10000291,K00843,01,WW
10000291,10000291,K00843,02,WW
10000291,10000291,K00844,01,WW
10000291,10000291,K00844,02,WW
10000291,10000291,K00846,01,WW
10000291,10000291,K00846,02,WW
10000291,10000291,K00847,01,WW
10000291,10000291,K00847,02,WW
10000291,10000291,K00849,01,WW
10000291,10000291,K00849,02,WW
10000291,10000291,K00850,01,WW
10000291,10000291,K00850,02,WW
10000291,10000291,K00851,01,WW
10000291,10000291,K00851,02,WW
10000291,10000291,K00853,01,WW
10000291,10000291,K00853,02,WW
10000291,10000291,K00855,01,WW
10000291,10000291,K00855,02,WW
10000291,10000291,K00856,01,WW
10000291,10000291,K00856,02,WW
10000291,10000291,K00857,01,WW
10000291,10000291,K00857,02,WW
10000291,10000291,K00858,01,WW
10000291,10000291,K00858,02,WW
10000291,10000291,K00859,01,WW
10000291,10000291,K00859,02,WW
10000291,10000291,K00860,01,WW
10000291,10000291,K00860,02,WW
10000291,10000291,K00870,01,WW
10000291,10000291,K00870,02,WW
10000291,10000291,K00872,01,WW
10000291,10000291,K00872,02,WW
10000291,10000291,K00873,01,WW
10000291,10000291,K00873,02,WW
10000291,10000291,K00874,01,WW
10000291,10000291,K00874,02,WW
10000291,10000291,K00885,01,WW
10000291,10000291,K00885,02,WW
10000291,10000291,K00887,01,WW
10000291,10000291,K00887,02,WW
10000291,10000291,K00900,01,WW
10000291,10000291,K00900,02,WW
10000291,10000291,K00903,01,WW
10000291,10000291,K00903,02,WW
10000291,10000291,K00908,01,AA
10000291,10000291,K00908,02,AA
10000291,10000291,K00909,01,AA
10000291,10000291,K00909,02,AA
10000291,10000291,K00910,01,AA
10000291,10000291,K00910,02,AA
10000291,10000291,K00911,01,AA
10000291,10000291,K00911,02,AA
10000291,10000291,K00912,01,AA
10000291,10000291,K00912,02,AA
10000291,10000291,K00913,01,AA
10000291,10000291,K00914,01,CC
10000291,10000291,K00914,02,CC
10000291,10000291,K00915,01,CC
10000291,10000291,K00916,01,CC
10000291,10000291,K00917,01,PP
10000291,10000291,K00918,01,PP
10000291,10000291,K00919,01,PP
10000291,10000291,K00920,01,PP
10000291,10000291,K00921,01,PP
10000291,10000291,K00922,01,PP
10000291,10000291,K00924,01,CC
10000291,10000291,K00925,01,CC
10000291,10000291,K00926,01,CC
10000291,10000291,K00927,01,CC
10000291,10000291,K00928,01,CC
10000291,10000291,K00929,01,CC
10000291,10000291,K00930,01,AA
10000291,10000291,K00931,01,AA
10000291,10000291,K00932,01,WW
10000291,10000291,K00932,02,WW
10000291,10000291,K00933,01,WW
10000291,10000291,K00933,02,WW
10000291,10000291,K00934,01,CC
10000291,10000291,K00935,01,PP
10000291,10000291,K00936,01,PP
10000291,10000291,K00937,01,PP
10000291,10000291,K00938,01,PP
10000291,10000291,K00939,01,PP
10000291,10000291,K00940,01,PP
10000381,10000381,BAAct,01,A1
10000381,10000381,BAMT,01,A1
10000385,10000385,BAACT,01,AB
10000385,10000385,BAACTF,01,AB
10000385,10000385,BAANP,01,AB
10000385,10000385,BAARC,01,AB
10000385,10000385,BABOG,01,AB
10000385,10000385,BACDI,01,AB
10000385,10000385,BACDS,01,AB
10000385,10000385,BACOS,01,AB
10000385,10000385,BACPH,01,AB
10000385,10000385,BACPHA,01,AB
10000385,10000385,BACPHD,01,AB
10000385,10000385,BACPHF,01,AB
10000385,10000385,BACRD,01,
10000385,10000385,BACRW,01,AB
10000385,10000385,BACRWF,01,AB
10000385,10000385,BACSSF,01,AB
10000385,10000385,BADCP,01,AB
10000385,10000385,BAFAR,01,AB
10000385,10000385,BAFCO,01,AB
10000385,10000385,BAFLP,01,AB
10000385,10000385,BAFMG,01,AB
10000385,10000385,BAFSC,01,AB
10000385,10000385,BAGAD,01,AB
10000385,10000385,BAGDS,01,AB
10000385,10000385,BAGNA,01,AB
10000385,10000385,BAIAD,01,AB
10000385,10000385,BAILL,01,AB
10000385,10000385,BAMAM,01,AB
10000385,10000385,BAMDM,01,AB
10000385,10000385,BAMMP,01,AB
10000385,10000385,BAMMPF,01,AB
10000385,10000385,BAPER,01,AB
10000385,10000385,BAPHO,01,AB
10000385,10000385,BATXT,01,AB
10000415,10000415,L58T22,01,YK
10000415,10000415,L58T23,01,YK
10000415,10000415,L5C864,01,YK
10000415,10000415,L5C865,01,YK
10000415,10000415,L5D301,01,YK
10000415,10000415,L5D310,01,GATESHEAD
10000415,10000415,L5D310,01,YK
10000415,10000415,L5D328,01,YK
10000415,10000415,L5D329,01,YK
10000415,10000415,L5D330,01,YK
10000415,10000415,L5D4U7Y,01,YK
10000415,10000415,L5D4U8,01,YK
10000415,10000415,L6D302,01,YK
10000415,10000415,L6D4D8,01,YK
10000415,10000415,L6D4U9,01,YK
10000415,10000415,LD304,01,YK
10000528,10007146,K0677,01,425
10000528,10007146,K0678,01,425
10000533,10000533,2D600125W11,01,WS
10000536,10000536,AT49AMFDFT,01,WF
10000536,10000536,PS29EYLEFT,01,UC
10000536,10000536,PS29SCFDFT,01,UC
10000536,10000536,PS29SLANFT,01,UC
10000536,10000536,PS32ESPO1,01,UC
10000536,10000536,PS32ESPPT,02,UC
10000536,10000536,PSCCCJFT,01,UC
10000536,10000536,PSCCCJPT,02,UC
10000536,10000536,PSCPESPT,02,UC
10000560,10007802,NFCDLBCOT,01,BCOT
10000571,10000571,BAACTACTSPS,01,NP
10000571,10000571,BAACTFYBMACTFYBM,01,BOOM
10000571,10000571,BAACTPMWESACTPMWES,01,WE
10000571,10000571,BAACTSWACTSPSSW,01,NP
10000571,10000571,BAARCARCSIN,01,NP
10000571,10000571,BAARCFYARCSINFY,01,NP
10000571,10000571,BAARCSWARCSINSW,01,NP
10000571,10000571,BABMACCBMACCSIN,01,NP
10000571,10000571,BABMACCSWBMACCSINSW,01,NP
10000571,10000571,BABMBMSIN,01,NP
10000571,10000571,BABMENPBMENPSIN,01,NP
10000571,10000571,BABMENPSWBMENPSINSW,01,NP
10000571,10000571,BABMESLBIRBMESLBI,01,ESL-BIR
10000571,10000571,BABMESLLEEBMESLLE,01,ESL-LEE
10000571,10000571,BABMESLLONBMESLLO,01,ESL-LON
10000571,10000571,BABMFAEBMFAESIN,01,NP
10000571,10000571,BABMFAESWBMFAESINSW,01,NP
10000571,10000571,BABMFBMFASIN,01,NP
10000571,10000571,BABMFSWBMFASINSW,01,NP
10000571,10000571,BABMFYESLBIRBMFYESLBI,01,ESL-BIR
10000571,10000571,BABMFYESLEBMFYESLE,01,ESL-E
10000571,10000571,BABMFYESLLEEBMFYESLLE,01,ESL-LEE
10000571,10000571,BABMFYESLLONBMFYESLLO,01,ESL-LON
10000571,10000571,BABMFYESLMANBMFYESLMA,01,ESL-MAN
10000571,10000571,BABMFYFSBBIRBMFYFSBBI,01,FSB-BIR
10000571,10000571,BABMFYFSBCROBMFYFSBCR,01,FSB-CRO
10000571,10000571,BABMFYFSBLUTBMFYFSBLU,01,FSB-LUT
10000571,10000571,BABMFYLDNBMFYLDN,01,LDN
10000571,10000571,BABMHRMBMHRMSIN,01,NP
10000571,10000571,BABMHRMSWBMHRMSINSW,01,NP
10000571,10000571,BABMINTBMINTSIN,01,NP
10000571,10000571,BABMINTSWBMINTSINSW,01,NP
10000571,10000571,BABMLDNBMLDN,01,LDN
10000571,10000571,BABMMBMMSIN,01,NP
10000571,10000571,BABMMSWBMMSINSW,01,NP
10000571,10000571,BABMSWBMSINSW,01,NP
10000571,10000571,BABMTMBMTMSIN,01,NP
10000571,10000571,BABMTMFYLDNBMTMFYLDN,01,LDN
10000571,10000571,BABMTMLDNBMTMLDN,01,LDN
10000571,10000571,BABMTMSWBMTMSINSW,01,NP
10000571,10000571,BABSMODBIAED,01,NP
10000571,10000571,BABSMODBMACRI,01,NP
10000571,10000571,BABSMODBMAECO,01,NP
10000571,10000571,BABSMODBMAECOSW,01,NP
10000571,10000571,BABSMODBMAMC,01,NP
10000571,10000571,BABSMODCRIALAW,01,NP
10000571,10000571,BABSMODCRIAPO,01,NP
10000571,10000571,BABSMODCRIAPS,01,NP
10000571,10000571,BABSMODCRIASC,01,NP
10000571,10000571,BABSMODCWADRA,01,NP
10000571,10000571,BABSMODCWAEN,01,NP
10000571,10000571,BABSMODCWAFI,01,NP
10000571,10000571,BABSMODCWAPB,01,NP
10000571,10000571,BABSMODCWAPE,01,NP
10000571,10000571,BABSMODDRAAED,01,NP
10000571,10000571,BABSMODDRAAEN,01,NP
10000571,10000571,BABSMODDRAAFI,01,NP
10000571,10000571,BABSMODDRAAPS,01,NP
10000571,10000571,BABSMODECOALAW,01,NP
10000571,10000571,BABSMODEDAEN,01,NP
10000571,10000571,BABSMODEDAGE,01,NP
10000571,10000571,BABSMODEDAHY,01,NP
10000571,10000571,BABSMODENAMC,01,NP
10000571,10000571,BABSMODENAPB,01,NP
10000571,10000571,BABSMODENAPE,01,NP
10000571,10000571,BABSMODESECAHY,01,NP
10000571,10000571,BABSMODFIAMC,01,NP
10000571,10000571,BABSMODHYAPE,01,NP
10000571,10000571,BABSMODHYAPO,01,NP
10000571,10000571,BABSMODIRAHY,01,NP
10000571,10000571,BABSMODIRAPO,01,NP
10000571,10000571,BABSMODLAWAPO,01,NP
10000571,10000571,BABSMODMCAPB,01,NP
10000571,10000571,BABSMODMCASC,01,NP
10000571,10000571,BABSMODPEAPS,01,NP
10000571,10000571,BABSMODPSASC,01,NP
10000571,10000571,BABSMODSCAPO,01,NP
10000571,10000571,BABSMODSWBIAEDSW,01,NP
10000571,10000571,BABSMODSWBMACRISW,01,NP
10000571,10000571,BABSMODSWBMAMCSW,01,NP
10000571,10000571,BABSMODSWCRIALAWSW,01,NP
10000571,10000571,BABSMODSWCRIAPOSW,01,NP
10000571,10000571,BABSMODSWCRIAPSSW,01,NP
10000571,10000571,BABSMODSWCRIASCSW,01,NP
10000571,10000571,BABSMODSWCWADRASW,01,NP
10000571,10000571,BABSMODSWCWAENSW,01,NP
10000571,10000571,BABSMODSWCWAFISW,01,NP
10000571,10000571,BABSMODSWCWAPBSW,01,NP
10000571,10000571,BABSMODSWCWAPESW,01,NP
10000571,10000571,BABSMODSWDRAAENSW,01,NP
10000571,10000571,BABSMODSWDRAAFISW,01,NP
10000571,10000571,BABSMODSWDRAAPSSW,01,NP
10000571,10000571,BABSMODSWECOALAWSW,01,NP
10000571,10000571,BABSMODSWEDAENSW,01,NP
10000571,10000571,BABSMODSWEDAGESW,01,NP
10000571,10000571,BABSMODSWEDAHYSW,01,NP
10000571,10000571,BABSMODSWENAMCSW,01,NP
10000571,10000571,BABSMODSWENAPBSW,01,NP
10000571,10000571,BABSMODSWENAPESW,01,NP
10000571,10000571,BABSMODSWFIAMCSW,01,NP
10000571,10000571,BABSMODSWHYAPESW,01,NP
10000571,10000571,BABSMODSWHYAPOSW,01,NP
10000571,10000571,BABSMODSWIRAHYSW,01,NP
10000571,10000571,BABSMODSWIRAPOSW,01,NP
10000571,10000571,BABSMODSWLAWAPOSW,01,NP
10000571,10000571,BABSMODSWMCAPBSW,01,NP
10000571,10000571,BABSMODSWMCASCSW,01,NP
10000571,10000571,BABSMODSWPEAPSSW,01,NP
10000571,10000571,BABSMODSWPSASCSW,01,NP
10000571,10000571,BABSMODSWSCAPOSW,01,NP
10000571,10000571,BACAPRCAPRSIN,01,NP
10000571,10000571,BACAPRFYCAPRSINFY,01,NP
10000571,10000571,BACAPRSWCAPRSINSW,01,NP
10000571,10000571,BACCPTCCPTSPS,01,CM
10000571,10000571,BACMCMUSSPS,01,NP
10000571,10000571,BACMSWCMUSSPSSW,01,NP
10000571,10000571,BACRMCRMSIN,01,NP
10000571,10000571,BACRMSWCRMSINSW,01,NP
10000571,10000571,BACTPBRCCTPSINBRC,01,BS
10000571,10000571,BACWCWSIN,01,NP
10000571,10000571,BACWSWCWSINSW,01,NP
10000571,10000571,BADANDANSIN,01,NP
10000571,10000571,BADANSWDANSINSW,01,NP
10000571,10000571,BADRADRASIN,01,NP
10000571,10000571,BADRAMTDRAMTSIN,01,NP
10000571,10000571,BADRAMTSWDRAMTSINSW,01,NP
10000571,10000571,BADRASWDRASINSW,01,NP
10000571,10000571,BAECSECSSIN,01,NP
10000571,10000571,BAECSSWECSSINSW,01,NP
10000571,10000571,BAEDEDUSIN,01,NP
10000571,10000571,BAEDSWEDUSINSW,01,NP
10000571,10000571,BAENENSIN,01,NP
10000571,10000571,BAENSWENSINSW,01,NP
10000571,10000571,BAFDFDSPS,01,NP
10000571,10000571,BAFDFYFDSINFY,01,NP
10000571,10000571,BAFDFYSWFDSINFYSW,01,NP
10000571,10000571,BAFDSWFDSPSSW,01,NP
10000571,10000571,BAFINEARTFASPS,01,NP
10000571,10000571,BAFINEARTFYFASINFY,01,NP
10000571,10000571,BAFINEARTFYSWFASINFYSW,01,NP
10000571,10000571,BAFINEARTSWFASPSSW,01,NP
