PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID,UCASCOURSEID
10000163,10000163,BSRDIF-B821,01,AE,7473
10000163,10000163,BSRROF-B822,01,AE,5114
10000163,10000163,BSRROFF-B824,01,AE,5067
10000163,10000163,BSSEHF-C607,01,AE,4285
10000163,10000163,BSSEHFF-C605,01,AE,6925
10000163,10000163,BSSRF-C630,01,AE,4462
10000163,10000163,BSSRFF-C631,01,AE,5155
10000163,10000163,MCCF-B320,01,AE,2365
10000163,10000163,MCCFF-B321,01,AE,5956
10000163,10000163,MOSTFT-B110,01,UCO,7626
10000291,10000291,K00001,01,AA,8166
10000291,10000291,K00001,01,CC,1301
10000291,10000291,K00004,01,CC,3215
10000291,10000291,K00005,01,CC,5549
10000291,10000291,K00006,01,CC,3009
10000291,10000291,K00007,01,CC,7391
10000291,10000291,K00008,01,CC,1580
10000291,10000291,K00009,01,CC,9299
10000291,10000291,K00011,01,CC,3609
10000291,10000291,K00018,01,CC,4917
10000291,10000291,K00020,01,CC,2299
10000291,10000291,K00024,01,CC,3893
10000291,10000291,K00028,01,CC,7457
10000291,10000291,K00032,01,CC,6900
10000291,10000291,K00035,01,SS,3467
10000291,10000291,K00038,01,GG,1403
10000291,10000291,K00040,01,CC,5703
10000291,10000291,K00041,01,CC,5854
10000291,10000291,K00042,01,CC,2474
10000291,10000291,K00045,01,CC,5516
10000291,10000291,K00048,01,CC,6989
10000291,10000291,K00050,01,CC,4481
10000291,10000291,K00051,01,GG,8595
10000291,10000291,K00052,01,GG,6352
10000291,10000291,K00053,01,GG,7955
10000291,10000291,K00054,01,GG,9558
10000291,10000291,K00055,01,GG,5066
10000291,10000291,K00065,01,AA,3574
10000291,10000291,K00065,01,CC,3158
10000291,10000291,K00082,01,AA,8566
10000291,10000291,K00082,01,CC,5218
10000291,10000291,K00082,01,PP,0112
10000291,10000291,K00083,01,GG,0708
10000291,10000291,K00087,01,AA,3053
10000291,10000291,K00092,01,PP,1497
10000291,10000291,K00096,01,GG,0708
10000291,10000291,K00099,01,PP,2050
10000291,10000291,K00100,01,AA,1634
10000291,10000291,K00102,01,AA,9387
10000291,10000291,K00104,01,CC,9985
10000291,10000291,K00105,01,AA,4937
10000291,10000291,K00106,01,AA,8317
10000291,10000291,K00108,01,AA,5659
10000291,10000291,K00108,01,CC,2927
10000291,10000291,K00109,01,AA,0610
10000291,10000291,K00109,01,CC,7536
10000291,10000291,K00111,01,AA,7338
10000291,10000291,K00116,01,AA,0370
10000291,10000291,K00116,01,CC,4000
10000291,10000291,K00119,01,AA,7752
10000291,10000291,K00119,01,CC,5486
10000291,10000291,K00123,01,CC,1950
10000291,10000291,K00126,01,AA,0139
10000291,10000291,K00126,01,CC,4972
10000291,10000291,K00127,01,AA,4632
10000291,10000291,K00128,01,CC,7282
10000291,10000291,K00132,01,CC,8057
10000291,10000291,K00133,01,CC,2104
10000291,10000291,K00136,01,AA,8392
10000291,10000291,K00136,01,CC,6291
10000291,10000291,K00139,01,CC,1589
10000291,10000291,K00141,01,AA,4316
10000291,10000291,K00142,01,AA,2453
10000291,10000291,K00143,01,AA,5318
10000291,10000291,K00144,01,AA,5189
10000291,10000291,K00145,01,AA,3335
10000291,10000291,K00147,01,AA,2846
10000291,10000291,K00157,01,CC,0720
10000291,10000291,K00158,01,CC,2179
10000291,10000291,K00162,01,AA,7513
10000291,10000291,K00163,01,CC,0829
10000291,10000291,K00167,01,LL,7372
10000291,10000291,K00170,01,CC,2506
10000291,10000291,K00179,01,CC,6049
10000291,10000291,K00182,01,GG,4415
10000291,10000291,K00188,01,CC,7096
10000291,10000291,K00189,01,CC,4305
10000291,10000291,K00191,01,CC,9955
10000291,10000291,K00193,01,CC,6749
10000291,10000291,K00194,01,CC,0654
10000291,10000291,K00199,01,SS,0960
10000291,10000291,K00200,01,CC,4818
10000291,10000291,K00201,01,CC,5679
10000291,10000291,K00202,01,CC,9485
10000291,10000291,K00209,01,LL,1950
10000291,10000291,K00211,01,AA,5875
10000291,10000291,K00212,01,CC,6540
10000291,10000291,K00217,01,PP,0140
10000291,10000291,K00218,01,PP,7091
10000291,10000291,K00225,01,CC,7419
10000291,10000291,K00226,01,GG,4752
10000291,10000291,K00227,01,GG,5092
10000291,10000291,K00231,01,GG,7781
10000291,10000291,K00232,01,GG,8512
10000291,10000291,K00233,01,GG,0116
10000291,10000291,K00234,01,GG,7711
10000291,10000291,K00235,01,GG,9177
10000291,10000291,K00237,01,GG,9522
10000291,10000291,K00249,01,CC,0348
10000291,10000291,K00251,01,CC,8635
10000291,10000291,K00295,01,AA,7372
10000291,10000291,K00298,01,CC,0708
10000291,10000291,K00300,01,AA,0313
10000291,10000291,K00300,01,CC,4862
10000291,10000291,K00306,01,AA,0992
10000291,10000291,K00306,01,CC,8478
10000291,10000291,K00309,01,CC,8208
10000291,10000291,K00314,01,CC,9594
10000291,10000291,K00316,01,AA,1034
10000291,10000291,K00323,01,AA,1548
10000291,10000291,K00324,01,AA,5451
10000291,10000291,K00329,01,AA,0055
10000291,10000291,K00330,01,AA,9496
10000291,10000291,K00367,01,CC,1637
10000291,10000291,K00368,01,CC,9333
10000291,10000291,K00372,01,AA,5312
10000291,10000291,K00372,01,CC,7196
10000291,10000291,K00378,01,GG,4892
10000291,10000291,K00379,01,CC,3245
10000291,10000291,K00381,01,AA,4667
10000291,10000291,K00382,01,CC,1425
10000291,10000291,K00386,01,CC,7937
10000291,10000291,K00387,01,CC,0141
10000291,10000291,K00388,01,CC,6146
10000291,10000291,K00389,01,CC,9009
10000291,10000291,K00390,01,CC,3655
10000291,10000291,K00391,01,CC,2494
10000291,10000291,K00393,01,CC,0988
10000291,10000291,K00394,01,CC,0102
10000291,10000291,K00397,01,AA,2147
10000291,10000291,K00397,01,CC,8454
10000291,10000291,K00397,01,PP,2657
10000291,10000291,K00446,01,CC,2982
10000291,10000291,K00447,01,CC,3285
10000291,10000291,K00448,01,CC,2489
10000291,10000291,K00449,01,CC,5520
10000291,10000291,K00451,01,CC,0515
10000291,10000291,K00452,01,CC,8478
10000291,10000291,K00453,01,CC,7533
10000291,10000291,K00454,01,CC,2464
10000291,10000291,K00455,01,CC,4153
10000291,10000291,K00457,01,CC,2001
10000291,10000291,K00458,01,CC,5487
10000291,10000291,K00459,01,CC,0974
10000291,10000291,K00460,01,CC,5301
10000291,10000291,K00462,01,CC,4564
10000291,10000291,K00466,01,CC,5386
10000291,10000291,K00467,01,CC,7711
10000291,10000291,K00468,01,CC,1955
10000291,10000291,K00469,01,CC,2435
10000291,10000291,K00472,01,CC,8087
10000291,10000291,K00474,01,CC,3183
10000291,10000291,K00475,01,AA,1988
10000291,10000291,K00476,01,CC,2263
10000291,10000291,K00478,01,AA,4199
10000291,10000291,K00480,01,AA,3428
10000291,10000291,K00480,01,CC,2806
10000291,10000291,K00481,01,AA,6082
10000291,10000291,K00481,01,CC,2412
10000291,10000291,K00483,01,AA,8033
10000291,10000291,K00484,01,CC,8122
10000291,10000291,K00485,01,CC,1490
10000291,10000291,K00486,01,AA,2078
10000291,10000291,K00488,01,AA,8808
10000291,10000291,K00489,01,AA,1285
10000291,10000291,K00489,01,CC,0861
10000291,10000291,K00490,01,CC,4071
10000291,10000291,K00491,01,CC,2430
10000291,10000291,K00492,01,CC,3825
10000291,10000291,K00493,01,CC,9677
10000291,10000291,K00494,01,CC,9522
10000291,10000291,K00495,01,CC,5113
10000291,10000291,K00496,01,CC,4193
10000291,10000291,K00497,01,CC,9117
10000291,10000291,K00498,01,CC,2409
10000291,10000291,K00499,01,CC,9899
10000291,10000291,K00500,01,CC,3602
10000291,10000291,K00501,01,AA,3128
10000291,10000291,K00502,01,AA,2572
10000291,10000291,K00503,01,AA,2362
10000291,10000291,K00504,01,CC,9713
10000291,10000291,K00505,01,CC,8634
10000291,10000291,K00506,01,CC,0751
10000291,10000291,K00507,01,CC,1371
10000291,10000291,K00508,01,CC,8340
10000291,10000291,K00509,01,CC,5886
10000291,10000291,K00510,01,CC,8561
10000291,10000291,K00511,01,CC,3434
10000291,10000291,K00512,01,CC,0862
10000291,10000291,K00513,01,CC,4130
10000291,10000291,K00514,01,CC,8972
10000291,10000291,K00517,01,CC,2916
10000291,10000291,K00518,01,CC,3595
10000291,10000291,K00519,01,AA,4541
10000291,10000291,K00520,01,CC,4656
10000291,10000291,K00521,01,CC,4642
10000291,10000291,K00522,01,CC,2084
10000291,10000291,K00523,01,CC,9608
10000291,10000291,K00527,01,AA,8593
10000291,10000291,K00527,01,CC,9410
10000291,10000291,K00530,01,AA,3187
10000291,10000291,K00531,01,CC,4974
10000291,10000291,K00532,01,CC,7426
10000291,10000291,K00533,01,CC,8210
10000291,10000291,K00534,01,CC,5691
10000291,10000291,K00535,01,AA,4503
10000291,10000291,K00535,01,CC,7267
10000291,10000291,K00536,01,AA,3406
10000291,10000291,K00537,01,CC,0812
10000291,10000291,K00538,01,CC,6832
10000291,10000291,K00539,01,CC,2594
10000291,10000291,K00540,01,CC,7765
10000291,10000291,K00541,01,CC,9257
10000291,10000291,K00542,01,CC,0131
10000291,10000291,K00543,01,CC,0962
10000291,10000291,K00544,01,CC,0944
10000291,10000291,K00545,01,CC,7447
10000291,10000291,K00548,01,AA,8137
10000291,10000291,K00548,01,CC,0855
10000291,10000291,K00554,01,AA,7592
10000291,10000291,K00555,01,CC,4936
10000291,10000291,K00558,01,AA,8243
10000291,10000291,K00558,01,CC,1897
10000291,10000291,K00559,01,AA,0931
10000291,10000291,K00560,01,CC,3717
10000291,10000291,K00565,01,CC,4392
10000291,10000291,K00566,01,CC,7316
10000291,10000291,K00567,01,CC,6668
10000291,10000291,K00568,01,CC,3337
10000291,10000291,K00569,01,CC,5588
10000291,10000291,K00572,01,CC,1497
10000291,10000291,K00573,01,CC,5782
10000291,10000291,K00574,01,CC,4867
10000291,10000291,K00575,01,CC,2095
10000291,10000291,K00576,01,CC,8328
10000291,10000291,K00577,01,CC,1842
10000291,10000291,K00578,01,CC,4254
10000291,10000291,K00579,01,CC,7212
10000291,10000291,K00580,01,CC,6418
10000291,10000291,K00581,01,CC,1090
10000291,10000291,K00582,01,CC,6172
10000291,10000291,K00583,01,CC,1873
10000291,10000291,K00584,01,CC,3484
10000291,10000291,K00585,01,CC,5902
10000291,10000291,K00586,01,CC,3385
10000291,10000291,K00587,01,CC,2216
10000291,10000291,K00588,01,CC,0043
10000291,10000291,K00589,01,CC,3561
10000291,10000291,K00590,01,CC,9723
10000291,10000291,K00591,01,CC,7662
10000291,10000291,K00592,01,CC,8176
10000291,10000291,K00593,01,CC,2249
10000291,10000291,K00595,01,CC,3126
10000291,10000291,K00599,01,CC,4620
10000291,10000291,K00600,01,CC,1040
10000291,10000291,K00601,01,CC,2087
10000291,10000291,K00602,01,CC,6231
10000291,10000291,K00604,01,CC,9319
10000291,10000291,K00605,01,AA,8461
10000291,10000291,K00607,01,CC,7264
10000291,10000291,K00608,01,CC,2404
10000291,10000291,K00611,01,CC,2366
10000291,10000291,K00615,01,CC,7970
10000291,10000291,K00616,01,AA,9902
10000291,10000291,K00617,01,CC,4748
10000291,10000291,K00618,01,AA,5513
10000291,10000291,K00618,01,CC,9288
10000291,10000291,K00626,01,AA,5289
10000291,10000291,K00627,01,LL,4917
10000291,10000291,K00633,01,AA,8687
10000291,10000291,K00639,01,PP,2596
10000291,10000291,K00640,01,PP,7696
10000291,10000291,K00643,01,PP,9957
10000291,10000291,K00646,01,PP,5092
10000291,10000291,K00651,01,PP,5844
10000291,10000291,K00652,01,PP,1341
10000291,10000291,K00668,01,PP,0898
10000291,10000291,K00672,01,PP,9147
10000291,10000291,K00673,01,PP,2833
10000291,10000291,K00676,01,PP,5916
10000291,10000291,K00677,01,PP,4135
10000291,10000291,K00678,01,PP,7349
10000291,10000291,K00679,01,PP,8404
10000291,10000291,K00680,01,CC,1029
10000291,10000291,K00681,01,CC,7448
10000291,10000291,K00686,01,PP,2390
10000291,10000291,K00688,01,CC,5321
10000291,10000291,K00689,01,CC,3651
10000291,10000291,K00692,01,CC,1472
10000291,10000291,K00693,01,CC,7323
10000291,10000291,K00702,01,PP,2446
10000291,10000291,K00704,01,PP,1262
10000291,10000291,K00705,01,PP,7517
10000291,10000291,K00707,01,PP,3658
10000291,10000291,K00708,01,PP,4415
10000291,10000291,K00712,01,PP,5095
10000291,10000291,K00719,01,CC,4230
10000291,10000291,K00720,01,CC,1722
10000291,10000291,K00721,01,CC,6738
10000291,10000291,K00727,01,CC,9007
10000291,10000291,K00728,01,CC,3586
10000291,10000291,K00729,01,CC,0434
10000291,10000291,K00730,01,CC,0299
10000291,10000291,K00731,01,CC,6389
10000291,10000291,K00732,01,CC,0033
10000291,10000291,K00733,01,CC,2315
10000291,10000291,K00734,01,CC,9293
10000291,10000291,K00735,01,CC,6518
10000291,10000291,K00736,01,CC,0111
10000291,10000291,K00737,01,CC,9471
10000291,10000291,K00738,01,CC,3634
10000291,10000291,K00739,01,CC,9136
10000291,10000291,K00740,01,CC,5676
10000291,10000291,K00741,01,CC,2261
10000291,10000291,K00742,01,CC,1975
10000291,10000291,K00747,01,PP,3415
10000291,10000291,K00748,01,PP,0401
10000291,10000291,K00749,01,PP,3491
10000291,10000291,K00750,01,PP,8280
10000291,10000291,K00751,01,PP,9474
10000291,10000291,K00752,01,PP,4270
10000291,10000291,K00753,01,PP,1504
10000291,10000291,K00754,01,PP,5987
10000291,10000291,K00755,01,PP,8877
10000291,10000291,K00756,01,PP,9100
10000291,10000291,K00757,01,PP,4404
10000291,10000291,K00760,01,PP,9963
10000291,10000291,K00762,01,CC,0501
10000291,10000291,K00763,01,CC,5622
10000291,10000291,K00764,01,CC,7689
10000291,10000291,K00766,01,PP,2339
10000291,10000291,K00767,01,PP,8582
10000291,10000291,K00768,01,PP,6338
10000291,10000291,K00770,01,PP,2609
10000291,10000291,K00773,01,PP,7485
10000291,10000291,K00775,01,PP,7112
10000291,10000291,K00777,01,CC,6359
10000291,10000291,K00778,01,CC,8036
10000291,10000291,K00779,01,CC,4347
10000291,10000291,K00780,01,CC,5405
10000291,10000291,K00782,01,PP,0328
10000291,10000291,K00783,01,PP,6358
10000291,10000291,K00785,01,CC,5531
10000291,10000291,K00786,01,PP,5290
10000291,10000291,K00787,01,PP,3973
10000291,10000291,K00788,01,PP,0442
10000291,10000291,K00789,01,PP,9951
10000291,10000291,K00790,01,PP,3309
10000291,10000291,K00791,01,PP,4407
10000291,10000291,K00792,01,PP,4515
10000291,10000291,K00795,01,AA,4581
10000291,10000291,K00796,01,AA,7592
10000291,10000291,K00798,01,AA,7131
10000291,10000291,K00799,01,CC,9590
10000291,10000291,K00804,01,CC,2569
10000291,10000291,K00805,01,AA,1671
10000291,10000291,K00806,01,PP,0543
10000291,10000291,K00809,01,PP,0663
10000291,10000291,K00810,01,PP,5677
10000291,10000291,K00811,01,PP,1489
10000291,10000291,K00812,01,PP,3513
10000291,10000291,K00813,01,PP,2849
10000291,10000291,K00814,01,PP,6160
10000291,10000291,K00815,01,WW,3354
10000291,10000291,K00815,02,WW,3354
10000291,10000291,K00816,01,WW,2626
10000291,10000291,K00816,02,WW,2626
10000291,10000291,K00819,01,WW,1532
10000291,10000291,K00819,02,WW,1532
10000291,10000291,K00820,01,WW,7617
10000291,10000291,K00820,02,WW,7617
10000291,10000291,K00821,01,WW,0365
10000291,10000291,K00821,02,WW,0365
10000291,10000291,K00822,01,WW,0405
10000291,10000291,K00822,02,WW,0405
10000291,10000291,K00823,01,WW,5403
10000291,10000291,K00823,02,WW,5403
10000291,10000291,K00824,01,WW,5488
10000291,10000291,K00824,02,WW,5488
10000291,10000291,K00827,01,WW,3507
10000291,10000291,K00827,02,WW,3507
10000291,10000291,K00829,01,WW,2300
10000291,10000291,K00829,02,WW,2300
10000291,10000291,K00831,01,WW,7167
10000291,10000291,K00831,02,WW,7167
10000291,10000291,K00832,01,WW,7851
10000291,10000291,K00832,02,WW,7851
10000291,10000291,K00834,01,WW,2144
10000291,10000291,K00834,02,WW,2144
10000291,10000291,K00835,01,WW,5347
10000291,10000291,K00835,02,WW,5347
10000291,10000291,K00836,01,WW,3168
10000291,10000291,K00836,02,WW,3168
10000291,10000291,K00838,01,WW,8814
10000291,10000291,K00838,02,WW,8814
10000291,10000291,K00839,01,WW,2269
10000291,10000291,K00839,02,WW,2269
10000291,10000291,K00842,01,WW,4708
10000291,10000291,K00842,02,WW,4708
10000291,10000291,K00844,01,WW,2756
10000291,10000291,K00844,02,WW,2756
10000291,10000291,K00846,01,WW,1573
10000291,10000291,K00846,02,WW,1573
10000291,10000291,K00847,01,WW,3855
10000291,10000291,K00847,02,WW,3855
10000291,10000291,K00849,01,WW,9320
10000291,10000291,K00849,02,WW,9320
10000291,10000291,K00850,01,WW,0554
10000291,10000291,K00850,02,WW,0554
10000291,10000291,K00851,01,WW,4038
10000291,10000291,K00851,02,WW,4038
10000291,10000291,K00853,01,WW,4126
10000291,10000291,K00853,02,WW,4126
10000291,10000291,K00855,01,WW,8518
10000291,10000291,K00855,02,WW,8518
10000291,10000291,K00856,01,WW,2964
10000291,10000291,K00856,02,WW,2964
10000291,10000291,K00857,01,WW,4344
10000291,10000291,K00857,02,WW,4344
10000291,10000291,K00858,01,WW,9732
10000291,10000291,K00858,02,WW,9732
10000291,10000291,K00859,01,WW,9189
10000291,10000291,K00859,02,WW,9189
10000291,10000291,K00860,01,WW,8538
10000291,10000291,K00860,02,WW,8538
10000291,10000291,K00870,01,WW,6908
10000291,10000291,K00870,02,WW,6908
10000291,10000291,K00872,01,WW,0549
10000291,10000291,K00872,02,WW,0549
10000291,10000291,K00873,01,WW,7892
10000291,10000291,K00873,02,WW,7892
10000291,10000291,K00874,01,WW,2985
10000291,10000291,K00874,02,WW,2985
10000291,10000291,K00885,01,WW,4105
10000291,10000291,K00885,02,WW,4105
10000291,10000291,K00887,01,WW,3170
10000291,10000291,K00887,02,WW,3170
10000291,10000291,K00900,01,WW,6731
10000291,10000291,K00900,02,WW,6731
10000291,10000291,K00903,01,WW,4159
10000291,10000291,K00903,02,WW,4159
10000291,10000291,K00908,01,AA,0183
10000291,10000291,K00908,02,AA,0183
10000291,10000291,K00909,01,AA,1490
10000291,10000291,K00909,02,AA,1490
10000291,10000291,K00910,01,AA,8918
10000291,10000291,K00910,02,AA,8918
10000291,10000291,K00911,01,AA,0092
10000291,10000291,K00911,02,AA,0092
10000291,10000291,K00912,01,AA,6304
10000291,10000291,K00912,02,AA,6304
10000291,10000291,K00913,01,AA,2479
10000291,10000291,K00914,01,CC,1808
10000291,10000291,K00914,02,CC,1808
10000291,10000291,K00915,01,CC,8089
10000291,10000291,K00916,01,CC,3301
10000291,10000291,K00917,01,PP,1241
10000291,10000291,K00918,01,PP,9963
10000291,10000291,K00919,01,PP,9721
10000291,10000291,K00920,01,PP,9495
10000291,10000291,K00921,01,PP,8497
10000291,10000291,K00922,01,PP,6280
10000291,10000291,K00924,01,CC,4825
10000291,10000291,K00925,01,CC,8720
10000291,10000291,K00926,01,CC,3111
10000291,10000291,K00927,01,CC,1072
10000291,10000291,K00928,01,CC,1465
10000291,10000291,K00929,01,CC,0168
10000291,10000291,K00930,01,AA,9076
10000291,10000291,K00931,01,AA,0143
10000291,10000291,K00932,01,WW,5197
10000291,10000291,K00932,02,WW,5197
10000291,10000291,K00933,01,WW,9173
10000291,10000291,K00933,02,WW,9173
10000291,10000291,K00934,01,CC,1296
10000291,10000291,K00935,01,PP,1827
10000291,10000291,K00936,01,PP,2058
10000291,10000291,K00937,01,PP,4919
10000291,10000291,K00938,01,PP,9577
10000291,10000291,K00939,01,PP,3314
10000291,10000291,K00940,01,PP,6457
10000385,10000385,BAACT,01,AB,0438
10000385,10000385,BAACTF,01,AB,8234
10000385,10000385,BAANP,01,AB,1518
10000385,10000385,BAARC,01,AB,9008
10000385,10000385,BABOG,01,AB,8156
10000385,10000385,BACDI,01,AB,0098
10000385,10000385,BACDS,01,AB,6294
10000385,10000385,BACOS,01,AB,9509
10000385,10000385,BACPH,01,AB,6500
10000385,10000385,BACPHA,01,AB,6625
10000385,10000385,BACPHD,01,AB,6851
10000385,10000385,BACPHF,01,AB,5136
10000385,10000385,BACRD,01,,4170
10000385,10000385,BACRW,01,AB,1136
10000385,10000385,BACRWF,01,AB,2389
10000385,10000385,BACSSF,01,AB,7181
10000385,10000385,BADCP,01,AB,0307
10000385,10000385,BAFAR,01,AB,0439
10000385,10000385,BAFCO,01,AB,2739
10000385,10000385,BAFLP,01,AB,1867
10000385,10000385,BAFMG,01,AB,4609
10000385,10000385,BAFSC,01,AB,5247
10000385,10000385,BAGAD,01,AB,6791
10000385,10000385,BAGDS,01,AB,3470
10000385,10000385,BAGNA,01,AB,7492
10000385,10000385,BAIAD,01,AB,4865
10000385,10000385,BAILL,01,AB,7373
10000385,10000385,BAMAM,01,AB,5990
10000385,10000385,BAMDM,01,AB,9848
10000385,10000385,BAMMP,01,AB,3993
10000385,10000385,BAMMPF,01,AB,1600
10000385,10000385,BAPER,01,AB,1059
10000385,10000385,BAPHO,01,AB,2565
10000385,10000385,BATXT,01,AB,0057
10000415,10000415,L58T22,01,YK,4441
10000415,10000415,L58T23,01,YK,6690
10000415,10000415,L5C864,01,YK,3225
10000415,10000415,L5C865,01,YK,2871
10000415,10000415,L5D301,01,YK,3809
10000415,10000415,L5D310,01,GATESHEAD,1402
10000415,10000415,L5D310,01,YK,1726
10000415,10000415,L5D328,01,YK,0156
10000415,10000415,L5D329,01,YK,1642
10000415,10000415,L5D330,01,YK,0429
10000415,10000415,L5D4U7Y,01,YK,3601
10000415,10000415,L5D4U8,01,YK,8616
10000415,10000415,L6D302,01,YK,0188
10000415,10000415,L6D4D8,01,YK,7156
10000415,10000415,L6D4U9,01,YK,6109
10000415,10000415,LD304,01,YK,6840
10000528,10007146,K0677,01,425,3736
10000528,10007146,K0678,01,425,7164
10000533,10000533,2D600125W11,01,WS,6142
10000536,10000536,AT49AMFDFT,01,WF,2510
10000536,10000536,PS29EYLEFT,01,UC,8381
10000536,10000536,PS29SCFDFT,01,UC,3264
10000536,10000536,PS29SLANFT,01,UC,8983
10000536,10000536,PS32ESPO1,01,UC,6501
10000536,10000536,PSCCCJFT,01,UC,2980
10000560,10007802,NFCDLBCOT,01,BCOT,0815
10000571,10000571,BAACTACTSPS,01,NP,8396
10000571,10000571,BAARCARCSIN,01,NP,7162
10000571,10000571,BAARCFYARCSINFY,01,NP,7609
10000571,10000571,BAARCSWARCSINSW,01,NP,5210
10000571,10000571,BABMACCBMACCSIN,01,NP,9934
10000571,10000571,BABMACCSWBMACCSINSW,01,NP,0422
10000571,10000571,BABMBMSIN,01,NP,7218
10000571,10000571,BABMENPBMENPSIN,01,NP,3774
10000571,10000571,BABMENPSWBMENPSINSW,01,NP,3301
10000571,10000571,BABMFAEBMFAESIN,01,NP,8756
10000571,10000571,BABMFAESWBMFAESINSW,01,NP,9191
10000571,10000571,BABMHRMBMHRMSIN,01,NP,3839
10000571,10000571,BABMHRMSWBMHRMSINSW,01,NP,2591
10000571,10000571,BABMINTBMINTSIN,01,NP,6870
10000571,10000571,BABMINTSWBMINTSINSW,01,NP,8538
10000571,10000571,BABMMBMMSIN,01,NP,1854
10000571,10000571,BABMMSWBMMSINSW,01,NP,5417
10000571,10000571,BABMSWBMSINSW,01,NP,4311
10000571,10000571,BABMTMBMTMSIN,01,NP,0982
10000571,10000571,BABMTMSWBMTMSINSW,01,NP,3996
10000571,10000571,BABSMODBIAED,01,NP,5997
10000571,10000571,BABSMODBMACRI,01,NP,5003
10000571,10000571,BABSMODBMAECO,01,NP,0538
10000571,10000571,BABSMODBMAECOSW,01,NP,8002
10000571,10000571,BABSMODBMAMC,01,NP,8614
10000571,10000571,BABSMODCRIALAW,01,NP,4222
10000571,10000571,BABSMODCRIAPO,01,NP,0328
10000571,10000571,BABSMODCRIAPS,01,NP,2706
10000571,10000571,BABSMODCRIASC,01,NP,0198
10000571,10000571,BABSMODCWADRA,01,NP,9215
10000571,10000571,BABSMODCWAFI,01,NP,1310
10000571,10000571,BABSMODCWAPB,01,NP,1947
10000571,10000571,BABSMODCWAPE,01,NP,4516
10000571,10000571,BABSMODDRAAED,01,NP,7242
10000571,10000571,BABSMODDRAAEN,01,NP,1594
10000571,10000571,BABSMODDRAAFI,01,NP,9084
10000571,10000571,BABSMODDRAAPS,01,NP,6751
10000571,10000571,BABSMODECOALAW,01,NP,8798
10000571,10000571,BABSMODEDAEN,01,NP,4735
10000571,10000571,BABSMODEDAGE,01,NP,8289
10000571,10000571,BABSMODEDAHY,01,NP,0766
10000571,10000571,BABSMODENAMC,01,NP,5716
10000571,10000571,BABSMODENAPB,01,NP,2276
10000571,10000571,BABSMODENAPE,01,NP,4288
10000571,10000571,BABSMODESECAHY,01,NP,9714
10000571,10000571,BABSMODFIAMC,01,NP,9620
10000571,10000571,BABSMODHYAPE,01,NP,8824
10000571,10000571,BABSMODHYAPO,01,NP,0070
10000571,10000571,BABSMODIRAHY,01,NP,5241
10000571,10000571,BABSMODIRAPO,01,NP,5011
10000571,10000571,BABSMODLAWAPO,01,NP,1853
10000571,10000571,BABSMODMCAPB,01,NP,6458
10000571,10000571,BABSMODMCASC,01,NP,5586
10000571,10000571,BABSMODPEAPS,01,NP,3395
10000571,10000571,BABSMODPSASC,01,NP,1377
10000571,10000571,BABSMODSCAPO,01,NP,1528
10000571,10000571,BABSMODSWBIAEDSW,01,NP,0552
10000571,10000571,BABSMODSWBMACRISW,01,NP,2019
10000571,10000571,BABSMODSWBMAMCSW,01,NP,6285
10000571,10000571,BABSMODSWCRIALAWSW,01,NP,3212
10000571,10000571,BABSMODSWCRIAPOSW,01,NP,7309
10000571,10000571,BABSMODSWCRIAPSSW,01,NP,4452
10000571,10000571,BABSMODSWCRIASCSW,01,NP,6739
10000571,10000571,BABSMODSWCWAENSW,01,NP,8304
10000571,10000571,BABSMODSWCWAFISW,01,NP,0610
10000571,10000571,BABSMODSWCWAPBSW,01,NP,3426
10000571,10000571,BABSMODSWCWAPESW,01,NP,4317
10000571,10000571,BABSMODSWECOALAWSW,01,NP,8786
10000571,10000571,BABSMODSWEDAENSW,01,NP,3367
10000571,10000571,BABSMODSWEDAGESW,01,NP,7843
10000571,10000571,BABSMODSWEDAHYSW,01,NP,4053
10000571,10000571,BABSMODSWENAMCSW,01,NP,9572
10000571,10000571,BABSMODSWENAPBSW,01,NP,9031
10000571,10000571,BABSMODSWENAPESW,01,NP,3400
10000571,10000571,BABSMODSWFIAMCSW,01,NP,9537
10000571,10000571,BABSMODSWHYAPESW,01,NP,4589
10000571,10000571,BABSMODSWHYAPOSW,01,NP,1827
10000571,10000571,BABSMODSWIRAHYSW,01,NP,6509
10000571,10000571,BABSMODSWIRAPOSW,01,NP,1000
10000571,10000571,BABSMODSWLAWAPOSW,01,NP,8235
10000571,10000571,BABSMODSWMCAPBSW,01,NP,0138
10000571,10000571,BABSMODSWMCASCSW,01,NP,4425
10000571,10000571,BABSMODSWPEAPSSW,01,NP,3157
10000571,10000571,BABSMODSWPSASCSW,01,NP,4172
10000571,10000571,BABSMODSWSCAPOSW,01,NP,9175
10000571,10000571,BACAPRCAPRSIN,01,NP,8724
10000571,10000571,BACAPRFYCAPRSINFY,01,NP,8763
10000571,10000571,BACAPRSWCAPRSINSW,01,NP,6252
10000571,10000571,BACCPTCCPTSPS,01,CM,2836
10000571,10000571,BACMCMUSSPS,01,NP,7121
10000571,10000571,BACMSWCMUSSPSSW,01,NP,6433
10000571,10000571,BACRMCRMSIN,01,NP,0122
10000571,10000571,BACRMSWCRMSINSW,01,NP,1512
10000571,10000571,BACTPBRCCTPSINBRC,01,BS,2978
10000571,10000571,BACWCWSIN,01,NP,0645
