LEO3SECSBJ,KISMODE,KISLEVEL,LEO3SECPOP_UK,LEO3LQ_UK,LEO3MED_UK,LEO3UQ_UK,LEO3SECPOP_E,LEO3LQ_E,LEO3MED_E,LEO3UQ_E,LEO3SECPOP_NW,LEO3LQ_NW,LEO3MED_NW,LEO3UQ_NW,LEO3SECPOP_NE,LEO3LQ_NE,LEO3MED_NE,LEO3UQ_NE,LEO3SECPOP_EM,LEO3LQ_EM,LEO3MED_EM,LEO3UQ_EM,LEO3SECPOP_WM,LEO3LQ_WM,LEO3MED_WM,LEO3UQ_WM,LEO3SECPOP_EE,LEO3LQ_EE,LEO3MED_EE,LEO3UQ_EE,LEO3SECPOP_SE,LEO3LQ_SE,LEO3MED_SE,LEO3UQ_SE,LEO3SECPOP_SW,LEO3LQ_SW,LEO3MED_SW,LEO3UQ_SW,LEO3SECPOP_YH,LEO3LQ_YH,LEO3MED_YH,LEO3UQ_YH,LEO3SECPOP_LN,LEO3LQ_LN,LEO3MED_LN,LEO3UQ_LN,LEO3SECPOP_W,LEO3LQ_W,LEO3MED_W,LEO3UQ_W,LEO3SECPOP_CF,LEO3LQ_CF,LEO3MED_CF,LEO3UQ_CF,LEO3SECPOP_S,LEO3LQ_S,LEO3MED_S,LEO3UQ_S,LEO3SECPOP_ED,LEO3LQ_ED,LEO3MED_ED,LEO3UQ_ED,LEO3SECPOP_GL,LEO3LQ_GL,LEO3MED_GL,LEO3UQ_GL
CAH05,01,03,1415,23500,32000,36500,1155,23500,32000,36500,155,23500,32000,37000,40,27000,33000,37500,145,19500,29000,35000,85,25500,32500,37000,170,22500,30500,37000,210,24000,32000,38000,170,24000,33500,37000,100,25000,31000,36000,85,24000,28000,37000,95,25000,31500,36000,NA,NA,NA,NA,135,23500,32000,36500,20,23500,28000,38000,NA,NA,NA,NA
CAH05,01,04,175,18000,21500,24500,150,18000,21500,24500,25,20000,22000,23000,NA,NA,NA,NA,20,16500,19500,22500,15,17000,20000,23000,20,18500,24000,27500,35,19500,22500,25500,20,11000,17500,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05,02,03,20,24000,26000,32000,15,24000,27500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05,02,04,125,21000,26000,30000,115,21000,26000,30500,15,20000,24500,28000,NA,NA,NA,NA,NA,NA,NA,NA,20,20500,22500,29000,NA,NA,NA,NA,20,26500,29500,33500,25,15500,22500,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01,01,03,1415,23500,32000,36500,1155,23500,32000,36500,155,23500,32000,37000,40,27000,33000,37500,145,19500,29000,35000,85,25500,32500,37000,170,22500,30500,37000,210,24000,32000,38000,170,24000,33500,37000,100,25000,31000,36000,85,24000,28000,37000,95,25000,31500,36000,NA,NA,NA,NA,135,23500,32000,36500,20,23500,28000,38000,NA,NA,NA,NA
CAH05-01,01,04,175,18000,21500,24500,150,18000,21500,24500,25,20000,22000,23000,NA,NA,NA,NA,20,16500,19500,22500,15,17000,20000,23000,20,18500,24000,27500,35,19500,22500,25500,20,11000,17500,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01,02,03,20,24000,26000,32000,15,24000,27500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01,02,04,125,21000,26000,30000,115,21000,26000,30500,15,20000,24500,28000,NA,NA,NA,NA,NA,NA,NA,NA,20,20500,22500,29000,NA,NA,NA,NA,20,26500,29500,33500,25,15500,22500,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-01,01,03,1040,30000,34500,38000,845,30000,34500,38500,120,29500,33500,38500,35,32000,34500,38500,105,27500,32000,36000,65,31500,34500,38000,110,29500,35000,39500,145,30500,35000,39500,135,31500,34500,37500,80,28500,33000,37500,45,26500,35500,42500,85,26500,32500,36000,NA,NA,NA,NA,90,32000,35000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-01,02,04,20,19000,22500,28500,15,20500,22500,28500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-02,01,03,375,19500,22500,26000,315,19000,22500,26500,35,19000,21500,23500,NA,NA,NA,NA,40,15000,18500,20500,20,19000,21000,25000,60,18500,23000,27500,65,22000,25000,28000,35,19500,22000,24000,20,18000,20000,21500,40,24000,25500,28000,NA,NA,NA,NA,NA,NA,NA,NA,45,20000,22500,25500,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-02,01,04,170,19000,22000,24500,145,18500,22000,24500,25,20000,22000,23000,NA,NA,NA,NA,20,16000,19500,22500,15,17000,20000,23000,20,18500,24000,27500,35,19500,22500,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-02,02,03,20,24000,26000,32000,15,24000,27500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-02,02,04,110,21000,26500,30500,100,21000,26500,30500,15,20000,24500,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27000,29500,33500,25,14000,22500,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06,01,03,2950,17000,22000,27500,2590,17000,21500,27500,335,15500,19500,25000,90,14000,20500,25500,310,17000,22000,28000,360,17500,22500,28500,325,17500,22500,29500,450,17000,22500,28000,270,16000,20500,25500,280,17000,21000,26500,165,20000,26500,31500,165,15500,20000,24500,NA,NA,NA,NA,160,20000,25500,29500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06,01,04,1685,14500,18500,22500,1265,15000,18500,23000,125,15000,19000,23500,25,15500,17000,21000,175,16000,19500,24000,130,15500,19000,23000,145,15000,18500,22000,245,14500,18500,22500,205,14000,18000,22500,160,13000,18000,23000,55,11500,20000,25000,135,13000,17000,22500,NA,NA,NA,NA,280,14000,17000,21000,20,16000,17500,24500,NA,NA,NA,NA
CAH06,02,03,165,15500,22500,30000,130,15500,22500,29000,15,17000,22000,24000,NA,NA,NA,NA,15,18500,25500,39000,15,15500,22000,28000,NA,NA,NA,NA,30,15500,21000,25500,15,11000,19500,24000,15,21500,32000,41500,NA,NA,NA,NA,15,11500,17500,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06,02,04,305,19000,25000,33000,235,20500,26500,34000,45,20000,24500,32000,NA,NA,NA,NA,35,18500,28500,34000,30,20500,25000,37000,25,22500,26500,32000,25,23000,31000,39000,35,18500,25500,33000,20,23000,29000,33500,NA,NA,NA,NA,45,12500,18000,23500,NA,NA,NA,NA,25,23000,28000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01,01,03,2950,17000,22000,27500,2590,17000,21500,27500,335,15500,19500,25000,90,14000,20500,25500,310,17000,22000,28000,360,17500,22500,28500,325,17500,22500,29500,450,17000,22500,28000,270,16000,20500,25500,280,17000,21000,26500,165,20000,26500,31500,165,15500,20000,24500,NA,NA,NA,NA,160,20000,25500,29500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01,01,04,1685,14500,18500,22500,1265,15000,18500,23000,125,15000,19000,23500,25,15500,17000,21000,175,16000,19500,24000,130,15500,19000,23000,145,15000,18500,22000,245,14500,18500,22500,205,14000,18000,22500,160,13000,18000,23000,55,11500,20000,25000,135,13000,17000,22500,NA,NA,NA,NA,280,14000,17000,21000,20,16000,17500,24500,NA,NA,NA,NA
CAH06-01,02,03,165,15500,22500,30000,130,15500,22500,29000,15,17000,22000,24000,NA,NA,NA,NA,15,18500,25500,39000,15,15500,22000,28000,NA,NA,NA,NA,30,15500,21000,25500,15,11000,19500,24000,15,21500,32000,41500,NA,NA,NA,NA,15,11500,17500,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01,02,04,305,19000,25000,33000,235,20500,26500,34000,45,20000,24500,32000,NA,NA,NA,NA,35,18500,28500,34000,30,20500,25000,37000,25,22500,26500,32000,25,23000,31000,39000,35,18500,25500,33000,20,23000,29000,33500,NA,NA,NA,NA,45,12500,18000,23500,NA,NA,NA,NA,25,23000,28000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,01,03,1305,15500,19000,23500,1190,15500,19000,23500,170,15000,18000,21500,25,13500,19500,25500,140,14000,17500,21500,125,16000,18500,22500,180,16500,19500,25500,235,16500,20000,25000,130,16000,18500,22000,95,14500,19000,24000,90,18500,23500,29500,70,14500,18500,22500,NA,NA,NA,NA,35,17000,21500,27500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,01,04,745,14000,17000,20000,495,14500,17500,21000,55,15000,18000,21000,NA,NA,NA,NA,55,14500,17000,20500,50,15500,18000,19500,70,15000,17500,20000,110,14500,17500,21500,80,13500,17000,19000,45,14500,18500,23000,20,18000,21500,24000,85,13000,16500,20000,NA,NA,NA,NA,165,12500,16000,18500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,02,03,60,13000,18500,22000,45,13000,18500,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,02,04,75,15500,20500,25000,50,18500,22500,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9500,14500,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,01,03,665,18500,24500,30500,540,18500,24500,31000,30,17000,22500,30500,25,14000,19500,25500,70,20500,25500,33000,70,21500,28000,33500,65,20500,27000,32000,100,18500,24500,29500,70,15500,24000,29000,80,18000,21000,29000,20,18500,26500,35000,40,19500,22500,27500,NA,NA,NA,NA,75,21000,25500,29500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,01,04,630,15000,19500,25000,520,15000,19000,25000,35,14500,19500,24500,15,12500,16500,18500,90,16500,19500,25500,35,16000,21000,24500,55,14500,19500,23500,100,15500,19000,25000,80,15000,20500,25500,100,12500,17500,23000,NA,NA,NA,NA,35,13000,20000,25500,NA,NA,NA,NA,75,16000,20500,24500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,02,03,40,16500,22500,35500,30,13000,21000,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,02,04,75,21000,29000,38500,55,24000,29500,39000,15,24000,26000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-04,01,03,385,17000,21500,28000,345,17000,21500,28000,65,13500,19500,23500,NA,NA,NA,NA,45,19000,24500,30500,70,18500,22500,28000,40,16000,20000,30500,40,17500,22000,29000,25,16000,22000,25500,45,16500,22000,29500,NA,NA,NA,NA,30,15500,20500,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-04,01,04,125,15500,19000,22500,90,15500,19000,22000,20,17000,19500,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,13500,17000,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18000,20500,22500,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-04,02,03,25,21000,26000,31500,20,21000,26500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-04,02,04,40,18000,24000,30500,30,19000,24000,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-05,01,03,55,19000,23500,28000,45,19000,23000,27000,15,18500,24000,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-05,01,04,40,19500,24500,29500,30,19500,22500,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-05,02,04,35,19000,26500,31000,20,11000,24500,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-06,01,03,205,19500,25000,30000,170,19500,24500,28000,NA,NA,NA,NA,NA,NA,NA,NA,15,22500,26000,32000,55,18500,23500,27500,NA,NA,NA,NA,20,23000,25000,30500,NA,NA,NA,NA,25,19500,24000,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,22000,28000,31000,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-06,01,04,60,15500,21000,26000,60,15500,21000,26000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15500,21000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-06,02,04,30,23000,26000,31000,30,23500,26500,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-07,01,03,160,22500,27500,32500,145,23000,28000,32500,20,22500,25500,31000,NA,NA,NA,NA,15,24500,29500,34000,NA,NA,NA,NA,15,24500,29500,33500,25,24500,29500,33500,NA,NA,NA,NA,NA,NA,NA,NA,15,27500,30500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-07,02,04,25,28000,32000,40500,25,28000,32000,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-08,01,03,180,21000,26000,32000,160,21500,26500,32000,20,22500,27000,32500,NA,NA,NA,NA,15,25500,26500,32000,15,25500,30500,36000,NA,NA,NA,NA,25,25000,29500,35000,25,13000,20000,25000,20,22000,24500,30000,20,17000,25500,32000,15,15000,22500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-08,01,04,70,15500,18500,25500,65,15500,18500,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8500,17000,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-08,02,04,20,25500,33500,46000,20,27000,35500,47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07,01,03,10745,21000,26500,33500,9200,21000,26500,34000,1355,19500,24500,30500,385,18000,24000,28500,735,19500,24000,30000,825,20000,25000,30500,955,22000,27500,35500,1540,23000,29000,37000,800,21000,25500,32500,915,20000,24500,29500,1695,25000,32000,42500,520,19500,23500,28500,105,19500,23500,29000,965,20000,25500,30500,130,21500,26500,34000,150,18500,24000,30000
CAH07,01,04,255,17000,21500,26000,220,17000,22000,26000,75,17500,22000,24000,NA,NA,NA,NA,25,17000,20500,25500,20,17000,22000,26500,20,12500,22500,28000,20,18500,23500,28500,NA,NA,NA,NA,20,15000,20000,26000,35,17000,23000,32500,20,16500,21000,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07,02,03,455,17500,24500,32500,415,18000,25000,33500,60,19000,25000,40000,35,20000,29500,35500,30,15500,20000,30000,50,17000,22000,29000,30,15500,24000,35500,60,20000,26500,38500,30,17500,20500,25500,60,16500,26000,35000,65,19500,26500,34000,NA,NA,NA,NA,NA,NA,NA,NA,30,13000,19000,26500,NA,NA,NA,NA,NA,NA,NA,NA
CAH07,02,04,415,24000,31500,40000,380,24000,31500,39000,100,26500,32500,37000,30,30500,34000,42500,30,17000,28000,38500,45,19000,27500,38000,45,28500,35000,40500,40,21000,28000,38000,20,15500,23500,42500,30,22500,28000,38500,45,16500,31500,42500,NA,NA,NA,NA,NA,NA,NA,NA,20,14500,36000,72500,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01,01,03,3805,23500,29500,38000,3285,24000,30500,39000,375,23000,28000,34000,75,21000,27500,33000,255,21000,28000,34000,260,22500,28500,36000,335,25000,31500,39000,690,25000,32000,40000,345,21500,28000,35500,260,22500,27500,33500,685,28500,37000,49000,180,19500,24000,31000,45,20500,23000,28000,320,22500,27000,32000,50,24000,28500,36000,50,19500,24500,32000
CAH07-01,01,04,15,17000,20500,30000,15,17000,20500,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01,02,03,105,17500,25500,40000,100,17500,26500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19000,26500,50000,NA,NA,NA,NA,NA,NA,NA,NA,25,15500,25500,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01,02,04,140,17500,28000,38500,125,17000,28000,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,24000,27500,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12000,27000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-01,01,03,3480,24000,30000,38500,3015,24500,30500,39500,340,23000,28000,34500,70,21000,28500,34000,235,21500,28000,34500,240,23500,29000,36500,300,25500,32000,39500,630,25500,32000,40500,315,22500,28500,36000,235,23000,27500,34000,645,28500,37000,49500,145,19500,25000,31000,30,17000,25000,29500,305,22500,27000,32000,45,24000,27500,35000,50,19500,25500,32000
CAH07-01-01,01,04,15,17000,20500,30000,15,17000,20500,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-01,02,03,65,18500,26500,39000,60,18500,27000,41500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-01,02,04,75,23000,28000,35000,70,23000,28000,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25000,30000,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,17500,34000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-02,01,03,325,20500,26500,33500,270,21000,27500,35000,35,20500,27500,32000,NA,NA,NA,NA,20,20000,26500,30500,20,15500,24500,28000,35,21000,26500,36500,60,23000,28500,37000,30,17000,23000,30500,25,20000,25000,30500,40,28000,34500,44000,35,17000,21500,24000,NA,NA,NA,NA,20,23500,25000,34500,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-02,02,03,40,16000,24500,40000,40,16000,24500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-02,02,04,65,10000,30000,45500,55,10000,25000,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02,01,03,4400,22000,26500,33000,3880,22000,26500,33000,660,20500,25000,30500,210,20000,24500,28000,275,21000,25000,30500,300,22000,25000,31000,365,24000,29000,35500,585,23500,29000,36000,280,22000,26000,32000,485,21000,24500,29000,715,25000,31000,39000,135,21000,25500,30000,30,22500,27000,31500,360,19500,25500,30500,55,20000,25000,31000,65,17000,26000,30500
CAH07-02,01,04,45,19000,24000,30500,45,18500,23500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20500,26500,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02,02,03,160,19000,26500,35000,145,20000,26500,36000,25,17000,23500,38500,20,23000,32000,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20000,27000,38000,20,23500,26500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02,02,04,115,24500,29000,34000,110,25000,29000,34000,50,25500,30000,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26500,31500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02-01,01,03,4400,22000,26500,33000,3880,22000,26500,33000,660,20500,25000,30500,210,20000,24500,28000,275,21000,25000,30500,300,22000,25000,31000,365,24000,29000,35500,585,23500,29000,36000,280,22000,26000,32000,485,21000,24500,29000,715,25000,31000,39000,135,21000,25500,30000,30,22500,27000,31500,360,19500,25500,30500,55,20000,25000,31000,65,17000,26000,30500
CAH07-02-01,01,04,45,19000,24000,30500,45,18500,23500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20500,26500,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02-01,02,03,160,19000,26500,35000,145,20000,26500,36000,25,17000,23500,38500,20,23000,32000,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20000,27000,38000,20,23500,26500,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
