LEO3SECSBJ,KISMODE,KISLEVEL,LEO3SECPOP_UK,LEO3LQ_UK,LEO3MED_UK,LEO3UQ_UK,LEO3SECPOP_E,LEO3LQ_E,LEO3MED_E,LEO3UQ_E,LEO3SECPOP_NW,LEO3LQ_NW,LEO3MED_NW,LEO3UQ_NW,LEO3SECPOP_NE,LEO3LQ_NE,LEO3MED_NE,LEO3UQ_NE,LEO3SECPOP_EM,LEO3LQ_EM,LEO3MED_EM,LEO3UQ_EM,LEO3SECPOP_WM,LEO3LQ_WM,LEO3MED_WM,LEO3UQ_WM,LEO3SECPOP_EE,LEO3LQ_EE,LEO3MED_EE,LEO3UQ_EE,LEO3SECPOP_SE,LEO3LQ_SE,LEO3MED_SE,LEO3UQ_SE,LEO3SECPOP_SW,LEO3LQ_SW,LEO3MED_SW,LEO3UQ_SW,LEO3SECPOP_YH,LEO3LQ_YH,LEO3MED_YH,LEO3UQ_YH,LEO3SECPOP_LN,LEO3LQ_LN,LEO3MED_LN,LEO3UQ_LN,LEO3SECPOP_W,LEO3LQ_W,LEO3MED_W,LEO3UQ_W,LEO3SECPOP_CF,LEO3LQ_CF,LEO3MED_CF,LEO3UQ_CF,LEO3SECPOP_S,LEO3LQ_S,LEO3MED_S,LEO3UQ_S,LEO3SECPOP_ED,LEO3LQ_ED,LEO3MED_ED,LEO3UQ_ED,LEO3SECPOP_GL,LEO3LQ_GL,LEO3MED_GL,LEO3UQ_GL
CAH11-01,02,03,1830,18500,27000,37500,1625,18500,27000,38000,130,19000,25500,34000,55,19500,26000,36000,105,16000,26000,38500,215,18500,24000,34500,145,22500,31500,44500,235,19500,30500,43500,135,18500,26000,35000,115,17500,23000,38000,485,18500,27500,37000,55,19500,26000,38500,NA,NA,NA,NA,140,18500,26000,35000,NA,NA,NA,NA,20,19500,30500,38500
CAH11-01,02,04,800,20500,30500,39000,650,21000,31000,39000,60,19000,23000,36500,60,19500,26500,35000,45,18500,26500,37000,80,20000,28500,35000,115,24500,35000,40500,125,23500,35500,44500,40,22000,32500,37500,30,23000,31000,36500,90,16000,30500,41000,95,18500,29000,35000,NA,NA,NA,NA,50,17500,28500,36500,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-01,01,03,12910,21000,28000,37000,10850,21500,29000,38000,1460,19500,25000,32500,665,18500,24000,31500,760,22000,28000,35000,1110,20000,26500,33500,1060,23500,31000,41500,1530,24000,32000,42000,815,24000,30000,38500,820,20500,26500,34000,2635,23000,32500,45000,465,20500,25500,31500,95,22500,27500,33000,1525,18500,25500,33000,200,22500,29000,36000,265,17500,26500,36000
CAH11-01-01,01,04,1405,15500,20500,26000,1235,15500,21000,26500,160,14500,19000,24000,90,13000,18000,22500,95,17000,18500,24000,170,14000,19000,24000,115,17000,23000,29000,160,16000,21500,28000,140,17000,22500,26500,80,18000,21000,25500,225,14500,23500,29000,55,16000,22500,26500,NA,NA,NA,NA,120,14500,18000,21500,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-01,02,03,1070,18500,26500,36000,965,18500,26500,36500,75,20500,26000,33500,35,18500,25500,36000,60,17000,27500,44000,145,18500,23500,34500,75,24000,31500,44000,135,19500,29500,43000,95,18000,25500,33500,60,19000,26500,40500,290,18500,26500,33500,30,18500,24000,33500,NA,NA,NA,NA,70,17000,25500,31500,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-01,02,04,490,20000,29500,39000,405,20500,30500,39000,40,18500,22500,32000,50,19500,26500,35000,NA,NA,NA,NA,55,18500,24500,34000,85,26500,35500,41500,80,20000,30500,44000,25,22000,32000,37000,15,23000,29500,35500,45,18000,33500,52500,70,18000,29000,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-02,01,03,80,21000,25500,32000,75,22000,25500,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,22500,25000,29500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-03,01,03,2960,20000,26000,33500,2395,20500,26500,34500,230,18500,23000,30500,85,21000,27500,35000,170,20500,25500,32500,145,18000,24500,30500,175,22000,28000,38000,325,22500,29500,38000,135,23500,29000,37000,300,19000,24000,30000,835,20500,27500,36000,140,19500,23500,28000,20,21000,24000,29500,405,18500,24000,31000,45,21000,29000,38000,90,18500,22500,29500
CAH11-01-03,01,04,180,16500,21000,26500,155,17000,21500,27000,25,17000,18500,22000,NA,NA,NA,NA,20,17000,22500,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,16500,20000,24000,NA,NA,NA,NA,60,15500,22500,28000,25,16000,19000,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-03,02,03,585,21000,30500,43000,505,20000,30500,43500,35,19000,32000,41500,NA,NA,NA,NA,35,13500,26000,38000,60,20500,25500,36000,55,23000,36000,50000,80,23500,35500,44500,30,26500,34000,44500,40,19000,22500,43000,155,18500,29000,44000,20,22500,30000,46500,NA,NA,NA,NA,60,24000,30500,38000,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-03,02,04,285,22000,32500,39500,235,21500,32500,39500,20,21000,31000,40500,NA,NA,NA,NA,25,15500,26500,37000,30,24500,30500,37500,30,24500,30500,38500,45,31500,39500,48500,15,20500,34000,39000,NA,NA,NA,NA,45,15500,29500,36500,25,19500,28500,32500,NA,NA,NA,NA,20,32000,36500,41500,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-04,01,03,1115,20500,28000,36000,820,21500,29000,37000,210,19500,28000,36000,NA,NA,NA,NA,65,22500,28500,35500,55,20500,27000,34500,40,26500,35000,41000,85,26500,32500,41000,65,22000,30500,35000,155,18500,25500,34000,145,23000,32500,44000,50,22500,27500,34000,15,22500,27500,31500,230,18500,25000,33500,45,20000,26500,42500,35,17000,24000,35000
CAH11-01-04,01,04,60,14000,18500,25000,55,14000,18500,25000,15,11000,16500,18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13000,19000,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-04,02,03,100,15500,22500,30000,90,14500,23000,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14500,23500,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-05,01,03,120,26000,35000,43500,80,28000,37000,46500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,29500,39000,57500,NA,NA,NA,NA,NA,NA,NA,NA,20,35000,43500,55000,NA,NA,NA,NA,NA,NA,NA,NA,30,25500,34500,41000,20,25500,37000,41000,NA,NA,NA,NA
CAH11-01-06,01,03,1375,17000,22500,29000,1205,17000,22500,29000,185,17000,21000,26500,35,16500,23000,28000,145,18000,23500,27500,150,17000,22500,29500,145,17000,23500,29000,170,19500,25500,31000,100,15500,21500,27000,155,15000,19500,26500,115,18000,25500,33000,115,16000,21000,25500,20,13000,19000,26000,50,22000,26500,34500,15,26500,34500,48000,NA,NA,NA,NA
CAH11-01-06,01,04,140,11500,15500,20000,110,11500,15500,20000,NA,NA,NA,NA,NA,NA,NA,NA,35,13000,15500,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9500,12000,16500,NA,NA,NA,NA,NA,NA,NA,NA,15,13000,17000,21000,NA,NA,NA,NA,15,10000,13500,20000,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-06,02,03,65,14500,18500,23500,60,14500,19500,23500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-07,01,03,30,18000,23000,29000,25,18500,23500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18500,22000,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-08,01,03,90,22500,28000,34500,80,22000,28000,35500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25500,29000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18500,26500,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-08,01,04,20,16500,18500,25000,20,16500,18500,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,01,03,5385,22500,28000,36000,4370,22500,29000,37000,675,21500,27500,34500,170,21000,26500,32500,290,22500,27500,34500,410,22500,27000,34500,425,23500,30500,40500,615,25000,31000,39000,370,22500,29000,36500,420,21500,27000,34000,1000,23500,30500,39000,230,22000,26500,33000,55,22000,26500,30500,745,22000,26000,32000,125,23500,26000,31500,120,22500,27000,33000
CAH13,01,04,755,23000,29500,35000,645,24000,30500,35500,150,20000,26500,31000,40,27500,31500,36500,45,28000,32000,35000,40,23500,29000,35000,75,26000,30500,36000,65,26500,32000,38000,45,23000,30500,35500,45,20500,28500,33000,150,29000,34000,37500,35,17000,26000,32000,NA,NA,NA,NA,65,20500,25000,27500,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,02,03,1880,29500,39500,51000,1645,30000,41000,52000,260,26500,37000,46000,80,33000,40000,48000,135,32500,40500,50000,180,29000,38500,48000,265,35000,47500,62000,210,35000,46500,61000,105,27500,36000,47500,130,29500,36000,47500,280,26500,40500,59000,95,26500,34000,42000,NA,NA,NA,NA,140,27500,34500,45500,NA,NA,NA,NA,20,32000,48000,50000
CAH13,02,04,1395,26000,34000,44000,1115,27000,36000,46000,195,25000,33500,43000,60,24000,32000,40500,120,28000,36000,46000,125,29500,36500,44500,110,29500,36000,47500,160,31500,42500,51500,135,26500,34500,43000,110,25500,32000,39500,100,30500,41500,55000,155,24500,29000,36000,NA,NA,NA,NA,125,23500,27500,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01,01,03,5385,22500,28000,36000,4370,22500,29000,37000,675,21500,27500,34500,170,21000,26500,32500,290,22500,27500,34500,410,22500,27000,34500,425,23500,30500,40500,615,25000,31000,39000,370,22500,29000,36500,420,21500,27000,34000,1000,23500,30500,39000,230,22000,26500,33000,55,22000,26500,30500,745,22000,26000,32000,125,23500,26000,31500,120,22500,27000,33000
CAH13-01,01,04,755,23000,29500,35000,645,24000,30500,35500,150,20000,26500,31000,40,27500,31500,36500,45,28000,32000,35000,40,23500,29000,35000,75,26000,30500,36000,65,26500,32000,38000,45,23000,30500,35500,45,20500,28500,33000,150,29000,34000,37500,35,17000,26000,32000,NA,NA,NA,NA,65,20500,25000,27500,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01,02,03,1880,29500,39500,51000,1645,30000,41000,52000,260,26500,37000,46000,80,33000,40000,48000,135,32500,40500,50000,180,29000,38500,48000,265,35000,47500,62000,210,35000,46500,61000,105,27500,36000,47500,130,29500,36000,47500,280,26500,40500,59000,95,26500,34000,42000,NA,NA,NA,NA,140,27500,34500,45500,NA,NA,NA,NA,20,32000,48000,50000
CAH13-01,02,04,1395,26000,34000,44000,1115,27000,36000,46000,195,25000,33500,43000,60,24000,32000,40500,120,28000,36000,46000,125,29500,36500,44500,110,29500,36000,47500,160,31500,42500,51500,135,26500,34500,43000,110,25500,32000,39500,100,30500,41500,55000,155,24500,29000,36000,NA,NA,NA,NA,125,23500,27500,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,01,03,2045,20000,24500,29500,1640,19500,25000,30000,220,18500,24000,28000,35,16000,20000,24000,135,21000,25500,30000,165,21500,25000,28500,150,19000,26000,32000,230,22500,26500,30500,155,21000,25500,29500,125,18500,22500,26500,425,20000,25500,31500,75,19000,23500,26500,20,18500,25000,28000,320,21000,24000,27000,50,22000,24000,27500,50,22000,24000,27500
CAH13-01-01,01,04,420,27500,31500,35500,365,28500,32500,36000,55,26500,29000,32000,30,27500,31500,35000,35,29000,32000,35000,20,25000,30500,36000,30,29000,34500,37000,30,28500,32000,36500,20,29500,32000,35500,20,27500,28500,33000,115,31500,34500,38000,NA,NA,NA,NA,NA,NA,NA,NA,40,23500,26500,28500,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,03,230,19000,25500,34500,210,19000,25500,35000,35,22000,25000,32000,NA,NA,NA,NA,15,19500,30500,41500,30,18500,23500,34000,20,19000,26500,35500,20,22000,30500,42500,20,19500,27000,31500,NA,NA,NA,NA,50,17500,24500,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,04,55,25000,29500,35000,50,25500,29500,35000,NA,NA,NA,NA,NA,NA,NA,NA,15,26500,29500,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,01,03,2470,26000,33000,41000,2035,26500,34000,42000,385,25000,30500,39500,115,23500,29000,38000,120,25500,33000,40000,185,25000,32000,38500,205,28000,37000,48000,285,30000,36500,45500,130,28500,35500,40500,215,25000,32000,40000,400,27500,37000,46000,95,25500,31000,40000,15,26500,33500,42000,325,25000,30000,36000,50,25500,29500,35000,55,26500,31500,36500
CAH13-01-02,01,04,275,18500,25000,34000,235,18500,26500,35000,90,17500,22000,29500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,21500,29000,34500,25,21500,37000,40500,20,19500,29000,37500,25,18000,24000,35000,20,18500,26500,37000,20,19500,25500,30000,NA,NA,NA,NA,20,15000,18500,24000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,02,03,1555,33000,42500,53500,1350,33500,44000,55000,220,30500,39000,47000,80,33000,41500,48500,115,36000,41500,50500,140,31000,41500,48500,240,37500,49000,63500,175,39000,50500,63000,70,33500,44000,50500,110,31500,38500,49000,205,34500,49500,62500,75,26500,35500,43500,NA,NA,NA,NA,125,30000,37500,47000,NA,NA,NA,NA,20,33500,48000,50000
CAH13-01-02,02,04,1245,26500,34500,44000,1000,28000,36000,46000,190,25000,34000,43000,60,24000,32000,40500,95,28500,37000,46000,115,29500,37000,45000,95,30000,37000,47500,140,32500,43000,52000,115,28000,35000,44000,100,26500,32000,40000,85,32500,42500,56500,130,24500,29500,37000,NA,NA,NA,NA,115,23500,27000,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-03,01,03,180,21500,25500,29000,155,22000,26000,29500,20,20000,24000,27500,NA,NA,NA,NA,NA,NA,NA,NA,15,21500,24000,25500,15,20000,26000,28500,25,22500,27500,30500,15,20000,25500,27500,25,23000,25000,29000,30,25000,29500,32500,NA,NA,NA,NA,NA,NA,NA,NA,20,19500,24500,27500,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-03,01,04,45,18500,25000,30500,35,19500,26500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,01,03,685,23500,28500,35000,545,24000,30000,36500,55,22500,25500,31500,20,23500,28000,30500,30,19500,25500,30500,40,24000,27500,32000,55,26500,31500,38500,80,25500,32000,39000,70,26000,32000,38000,55,23000,26000,31500,140,27000,32000,39000,60,19500,25500,30000,20,21000,26000,28000,80,21000,25500,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,01,04,15,25000,30500,34500,15,23500,31500,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,03,85,23500,30000,35000,75,22500,30000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26500,32000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,04,80,25000,32000,42500,55,24500,34000,45500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,24500,27000,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15,01,03,38990,18500,24500,32000,34650,19000,25000,32000,4320,17000,22000,27500,1485,15500,20500,26000,2465,17500,22500,29000,3175,17500,22500,29000,3520,19500,25500,33500,5415,21000,27000,34500,2220,18500,24000,30500,3075,17000,22000,27000,8980,23000,29500,38000,1525,17000,21000,25500,275,17500,22500,26500,2605,18500,23500,30000,375,19000,25000,32000,375,17500,22500,29000
CAH15,01,04,3775,14000,19500,25500,3185,15000,20500,26500,535,14500,20000,26500,145,13000,17500,22000,290,20000,27000,30500,255,13500,20000,26500,515,15000,21000,25000,375,17000,22500,27000,285,12500,18000,21500,265,15500,20500,26500,520,13000,20000,27500,360,11000,15500,20000,15,12000,18500,26000,225,13000,17500,21000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15,02,03,4135,17000,25000,33000,3530,17000,24500,32500,230,16500,22500,31000,190,15500,21000,29500,290,17000,25500,34500,485,16000,22500,29500,350,17000,26500,36500,600,17500,25500,34000,310,18000,25000,32500,325,17000,22500,29000,740,18000,26500,34500,140,18500,27500,32000,NA,NA,NA,NA,420,19500,28000,34500,40,18000,26500,33500,45,25500,33500,37500
CAH15,02,04,3385,17500,26000,35000,2725,17500,26500,35500,250,14500,21500,28500,225,15000,18500,23500,280,15500,22000,29000,280,20000,29500,38500,230,16000,25000,34000,395,20000,29000,35000,410,19500,28500,35500,120,12500,17500,25500,535,25500,36500,44000,265,17000,25500,32000,35,13500,22500,30500,365,17500,25500,34500,25,19000,31000,38000,15,19500,25500,30500
CAH15-01,01,03,15300,17000,22000,26500,13290,17000,22500,26500,1805,16500,20500,24500,550,16000,19500,24000,1080,16500,21000,25000,1265,17000,21000,25000,1520,17000,22500,27000,1995,19000,23500,28000,885,18000,22500,26000,1210,17000,21000,24000,2990,18500,25000,30000,740,16500,20000,24000,120,17000,20000,23500,1200,17000,21000,25500,160,17000,21500,26500,160,17000,20500,24500
CAH15-01,01,04,1055,15500,21000,27000,875,16500,22500,27500,185,15500,22500,29000,20,15500,19500,25000,150,23500,28000,32000,60,15000,22000,29000,195,13000,18000,22500,105,22500,26500,28000,70,16000,19500,21500,65,15000,18500,22500,25,19500,26000,37000,95,13000,17000,20500,NA,NA,NA,NA,90,13500,18500,22500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01,02,03,1480,15500,22500,32000,1300,15500,23000,33000,95,15000,21000,31500,55,15500,24000,30500,115,15500,22500,34500,130,16000,22500,30000,175,15000,23000,34000,210,17000,25000,35500,115,17000,23000,36000,95,16500,19500,27000,315,15500,24000,32500,40,17500,23500,30500,NA,NA,NA,NA,120,15500,20500,28000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01,02,04,445,19500,26000,32000,355,20500,27500,33000,45,15500,22500,25500,NA,NA,NA,NA,90,23000,26000,33000,25,26500,28000,37000,45,16500,23500,35000,50,20500,29500,35000,35,19000,28500,31500,NA,NA,NA,NA,45,24500,32500,37000,25,14500,26000,29000,NA,NA,NA,NA,60,16500,21500,26500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,01,03,420,15000,20500,25500,410,15000,21000,25500,80,14000,20000,25000,20,12000,19000,23500,100,13000,18500,24000,50,15500,21000,26500,35,16000,23000,26500,50,18000,24000,27500,30,16500,21000,25000,NA,NA,NA,NA,30,21000,25000,28500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,01,04,160,18000,21500,24500,155,18000,21500,24500,40,18500,22500,24500,NA,NA,NA,NA,30,18500,22000,24500,NA,NA,NA,NA,15,18000,22500,25500,NA,NA,NA,NA,35,17000,19000,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,02,03,440,14000,22500,31500,365,14500,22500,32500,30,14500,21000,27500,20,23000,25500,32500,45,13000,21500,28000,40,10500,20000,29500,45,14500,20000,33500,70,18500,25500,34500,40,17000,22500,33000,25,12000,20000,29000,50,14000,26500,36000,NA,NA,NA,NA,NA,NA,NA,NA,60,13000,20500,28000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,02,04,50,16000,22500,32000,35,16000,21500,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,01,03,12110,17000,22000,26500,10415,17500,22500,26500,1440,16500,20500,24500,500,16000,19500,23500,855,17000,21000,25000,930,17000,20500,24500,1210,17500,22500,27000,1565,19000,23500,28000,685,18000,22000,25500,1010,17000,21000,24000,2225,19000,25000,30000,570,16500,20500,23500,105,16500,19500,23500,1075,17000,21000,26000,130,17000,21000,26500,150,16500,20000,24500
CAH15-01-02,01,04,465,14000,18500,23500,430,14000,18500,24000,80,13000,17000,22500,NA,NA,NA,NA,15,17000,23000,27000,30,12500,15500,21000,170,12500,17000,22500,55,23500,27000,28000,15,13000,20500,22500,40,14500,18500,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14500,18000,21500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,02,03,540,15500,21000,30000,475,15500,21000,30500,30,17000,20500,25500,25,15500,19000,28000,30,10000,17000,24000,45,18500,24000,32500,60,15000,19500,25000,65,19000,25500,37000,30,12500,22000,30500,50,16500,19500,25500,135,14500,22500,30000,20,18000,20500,28000,NA,NA,NA,NA,40,16500,19500,23500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,02,04,195,18500,28000,32000,165,19500,28000,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14500,22500,29500,40,20000,29500,33000,20,18500,28000,30000,NA,NA,NA,NA,35,25000,32500,37000,25,14500,23000,28500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,01,03,1955,16500,21500,26500,1715,16500,22000,27000,225,15500,19500,24000,15,17000,23500,33000,100,15500,19500,25000,255,17000,21500,26000,200,14500,20000,26500,220,17500,23000,29000,115,17000,22500,27500,160,17000,20500,25500,435,16500,23500,30500,155,15500,20000,24000,NA,NA,NA,NA,75,18500,21500,25000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,01,04,430,17500,24000,30500,285,22000,28000,32000,60,24500,31000,34000,NA,NA,NA,NA,110,27500,30500,33000,25,20500,28000,32000,NA,NA,NA,NA,35,22500,26500,29000,20,16000,19500,21500,20,15500,18000,23500,NA,NA,NA,NA,80,13500,17500,20500,NA,NA,NA,NA,65,13500,19000,22500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,02,03,475,17000,26000,36500,435,17000,26000,37000,30,13000,25500,37500,NA,NA,NA,NA,35,22500,34500,47000,40,17000,22500,32500,65,15500,26500,37000,70,16000,25500,36500,40,17000,30000,41000,15,17000,21000,27000,120,18500,27000,35000,NA,NA,NA,NA,NA,NA,NA,NA,20,18500,26000,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,02,04,195,21500,25500,32500,155,23000,26500,33000,35,15500,22500,24500,NA,NA,NA,NA,65,24000,28500,33000,15,26500,30000,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17000,21000,26500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-04,01,03,710,18500,24000,29000,655,18500,24500,29500,55,14000,20000,25000,15,17000,20500,24000,20,12000,19000,24500,25,21500,24500,31500,60,21000,24500,31500,135,17500,23000,27500,50,21000,25000,29000,30,17500,20500,27500,265,20500,26500,32000,NA,NA,NA,NA,NA,NA,NA,NA,40,11500,19500,25500,15,4000,19000,24000,NA,NA,NA,NA
CAH15-01-04,02,03,15,17000,20500,26500,15,17000,20500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-05,01,03,100,17000,23000,29000,100,17000,23000,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17000,22500,27500,NA,NA,NA,NA,NA,NA,NA,NA,40,16500,24500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,01,03,8235,26500,34000,44500,7775,26500,34500,45000,545,22500,28500,36500,115,21000,30000,38000,405,24000,31500,40000,475,24000,31500,40000,840,27500,35500,46000,1435,28000,35000,44500,430,25000,33000,41000,390,23000,29500,37500,3145,29000,37000,48500,170,22000,28000,35000,60,21500,26500,32000,260,24500,30000,37000,95,26500,33500,42500,30,19500,24500,29500
