LEO5SECSBJ,KISMODE,KISLEVEL,LEO5SECPOP_UK,LEO5LQ_UK,LEO5MED_UK,LEO5UQ_UK,LEO5SECPOP_E,LEO5LQ_E,LEO5MED_E,LEO5UQ_E,LEO5SECPOP_NW,LEO5LQ_NW,LEO5MED_NW,LEO5UQ_NW,LEO5SECPOP_NE,LEO5LQ_NE,LEO5MED_NE,LEO5UQ_NE,LEO5SECPOP_EM,LEO5LQ_EM,LEO5MED_EM,LEO5UQ_EM,LEO5SECPOP_WM,LEO5LQ_WM,LEO5MED_WM,LEO5UQ_WM,LEO5SECPOP_EE,LEO5LQ_EE,LEO5MED_EE,LEO5UQ_EE,LEO5SECPOP_SE,LEO5LQ_SE,LEO5MED_SE,LEO5UQ_SE,LEO5SECPOP_SW,LEO5LQ_SW,LEO5MED_SW,LEO5UQ_SW,LEO5SECPOP_YH,LEO5LQ_YH,LEO5MED_YH,LEO5UQ_YH,LEO5SECPOP_LN,LEO5LQ_LN,LEO5MED_LN,LEO5UQ_LN,LEO5SECPOP_W,LEO5LQ_W,LEO5MED_W,LEO5UQ_W,LEO5SECPOP_CF,LEO5LQ_CF,LEO5MED_CF,LEO5UQ_CF,LEO5SECPOP_S,LEO5LQ_S,LEO5MED_S,LEO5UQ_S,LEO5SECPOP_ED,LEO5LQ_ED,LEO5MED_ED,LEO5UQ_ED,LEO5SECPOP_GL,LEO5LQ_GL,LEO5MED_GL,LEO5UQ_GL
CAH11-01-04,01,04,65,18500,24000,32000,60,18500,24000,32500,15,15500,19500,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15500,23500,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-04,02,03,100,17500,27000,37000,90,18000,28000,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20000,31500,48500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-04,02,04,15,20000,26500,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-05,01,03,125,33500,45000,58000,85,36000,46000,58500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,38500,52500,66000,NA,NA,NA,NA,NA,NA,NA,NA,25,36000,48000,67000,NA,NA,NA,NA,NA,NA,NA,NA,35,34500,46500,60000,25,37500,44000,67500,NA,NA,NA,NA
CAH11-01-06,01,03,1380,19500,26500,36000,1215,19500,26500,36000,185,19500,26000,33500,40,18500,26000,35500,150,20500,26500,33000,155,20000,26000,36000,140,19500,29000,39000,165,22000,29000,38500,95,18500,24000,33000,155,17000,23500,30000,130,23500,31000,46500,115,19000,23500,31500,25,19000,26000,35000,50,23000,34000,45000,20,34000,44000,50500,NA,NA,NA,NA
CAH11-01-06,01,04,165,14000,18500,25000,135,13500,18500,25000,NA,NA,NA,NA,NA,NA,NA,NA,40,15500,19000,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,11500,13000,18500,NA,NA,NA,NA,NA,NA,NA,NA,15,16000,17500,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-06,02,03,65,16000,21000,26500,60,16000,21500,26500,15,14000,18000,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-07,01,03,30,21000,27000,37000,25,21000,30000,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21000,26500,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-08,01,03,90,25500,34000,44000,80,25500,34000,44500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,28500,36000,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30000,36000,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-08,01,04,20,20500,21500,25000,20,20500,21500,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,01,03,6425,25000,31000,41500,5335,25000,32000,42500,810,24500,29500,38500,190,24000,28500,37000,345,25000,30500,40000,440,23500,30500,41000,465,26500,35000,48000,770,27500,34000,44500,425,25500,32000,42000,460,24000,30000,40000,1435,26500,33000,45500,245,23500,29000,37000,50,23000,30500,38500,805,24000,29500,36500,155,25000,30000,36500,125,23500,28500,36000
CAH13,01,04,835,26500,33000,38500,725,26500,34000,39500,155,23500,30500,34500,30,29000,34000,40000,40,24500,31000,37000,35,24500,33000,39500,80,26500,35000,40000,65,30000,33500,40500,45,30000,33500,39000,55,26500,33000,37500,225,32500,36500,41000,35,23500,28000,35500,NA,NA,NA,NA,65,21000,28500,33000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,02,03,1895,32000,45000,59000,1645,33000,46000,61000,260,28000,41000,52500,75,34000,45500,54000,135,33500,45500,56000,185,30500,44000,56000,270,38500,54000,71500,205,40500,54000,68000,105,31500,39500,53500,135,30500,40000,51500,275,31000,46500,65000,105,29500,37500,47500,NA,NA,NA,NA,140,29000,40000,49500,NA,NA,NA,NA,15,40500,50500,56000
CAH13,02,04,1840,30000,38500,49500,1490,31500,41000,51500,260,29000,38500,49000,95,29500,36500,44000,140,30500,41000,48500,205,31000,39000,49000,145,33500,43500,54500,220,36000,47000,56000,155,28500,39000,48000,125,31000,37500,45000,145,36000,46000,62500,215,27500,33000,39000,20,27500,34000,40000,130,25000,30000,36000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01,01,03,6425,25000,31000,41500,5335,25000,32000,42500,810,24500,29500,38500,190,24000,28500,37000,345,25000,30500,40000,440,23500,30500,41000,465,26500,35000,48000,770,27500,34000,44500,425,25500,32000,42000,460,24000,30000,40000,1435,26500,33000,45500,245,23500,29000,37000,50,23000,30500,38500,805,24000,29500,36500,155,25000,30000,36500,125,23500,28500,36000
CAH13-01,01,04,835,26500,33000,38500,725,26500,34000,39500,155,23500,30500,34500,30,29000,34000,40000,40,24500,31000,37000,35,24500,33000,39500,80,26500,35000,40000,65,30000,33500,40500,45,30000,33500,39000,55,26500,33000,37500,225,32500,36500,41000,35,23500,28000,35500,NA,NA,NA,NA,65,21000,28500,33000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01,02,03,1895,32000,45000,59000,1645,33000,46000,61000,260,28000,41000,52500,75,34000,45500,54000,135,33500,45500,56000,185,30500,44000,56000,270,38500,54000,71500,205,40500,54000,68000,105,31500,39500,53500,135,30500,40000,51500,275,31000,46500,65000,105,29500,37500,47500,NA,NA,NA,NA,140,29000,40000,49500,NA,NA,NA,NA,15,40500,50500,56000
CAH13-01,02,04,1840,30000,38500,49500,1490,31500,41000,51500,260,29000,38500,49000,95,29500,36500,44000,140,30500,41000,48500,205,31000,39000,49000,145,33500,43500,54500,220,36000,47000,56000,155,28500,39000,48000,125,31000,37500,45000,145,36000,46000,62500,215,27500,33000,39000,20,27500,34000,40000,130,25000,30000,36000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,01,03,3040,23500,27500,33000,2550,23500,28000,33500,360,22500,26500,30500,70,20500,25000,29000,185,23500,28000,34500,200,21500,26500,33000,200,23500,28500,36000,380,25000,29000,34500,210,24000,27500,33000,180,21500,25500,30000,765,24500,29000,35500,95,21000,26500,29000,20,21000,27500,29000,380,23000,26500,30500,80,24000,27000,32000,65,23500,27500,30500
CAH13-01-01,01,04,455,30500,34500,38500,400,31000,35000,39000,55,28000,32000,34000,25,32000,35000,39500,30,25000,32000,35500,20,24500,32000,37000,35,32000,35500,40000,25,32000,38500,40500,15,30500,34000,38500,25,32000,33500,36000,175,34000,37000,41000,NA,NA,NA,NA,NA,NA,NA,NA,35,26500,30000,33000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,03,245,23000,29000,37500,220,23000,29000,39000,35,24000,27500,34500,NA,NA,NA,NA,20,19000,33500,44500,30,23000,27500,35000,20,20500,33000,40000,25,25500,41500,53000,20,21500,30000,35000,20,24500,30000,42500,60,20000,27500,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,04,85,26500,33000,38000,75,26500,32000,37000,NA,NA,NA,NA,NA,NA,NA,NA,20,25000,31000,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,01,03,2445,30500,39500,49500,2020,30500,40500,50500,370,28000,36500,45000,100,25000,34500,41000,120,28500,37500,48000,170,28000,37500,45500,195,35500,46500,57500,280,36000,44000,55000,135,33500,41000,50500,210,29000,37000,45500,435,34000,45000,56000,90,28500,37000,44500,NA,NA,NA,NA,315,29000,36000,43000,45,31000,39000,44000,50,25000,34500,43500
CAH13-01-02,01,04,325,22500,30500,39500,275,23000,31500,40500,100,21000,27000,36500,NA,NA,NA,NA,NA,NA,NA,NA,15,24500,36000,40000,40,23000,33500,43000,25,27500,35500,42500,25,26000,34500,43000,25,23000,30500,43000,35,26500,34500,45500,20,26000,29000,36000,NA,NA,NA,NA,25,20000,26000,34000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,02,03,1555,36000,48000,62500,1345,37000,49500,64500,215,31000,44000,54500,75,34000,46500,55000,110,38000,48000,58000,145,36000,47000,60000,245,44000,56000,75000,175,44000,56500,69500,75,36000,46500,58000,110,34500,42500,53500,190,38500,56000,70000,85,30500,39000,50000,NA,NA,NA,NA,125,32500,41000,50000,NA,NA,NA,NA,15,40500,50500,56000
CAH13-01-02,02,04,1665,30500,39000,50000,1350,32500,41500,52000,250,29000,38500,49500,90,29500,36500,44000,110,33000,41500,48500,190,31500,39500,49500,125,36000,44500,56000,200,37500,48000,57500,135,30500,39500,49000,120,32000,38000,45500,125,38000,49500,65000,185,28000,33500,40000,NA,NA,NA,NA,125,24500,29500,35500,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-03,01,03,215,25000,28500,33000,185,25000,29000,33000,25,23500,26500,30000,NA,NA,NA,NA,NA,NA,NA,NA,20,25500,27500,30500,20,20500,27000,32000,30,26500,31500,36500,15,19000,27500,32000,20,26500,30500,34000,45,26500,30500,37500,NA,NA,NA,NA,NA,NA,NA,NA,20,24000,27500,30000,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-03,01,04,45,21000,27000,32500,35,23500,27000,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,01,03,730,26000,34500,44000,585,27500,35500,46500,55,24500,31000,39000,20,26000,28500,34500,30,25500,32000,41000,45,26000,33000,42000,50,25500,34500,47000,80,28500,36000,46500,65,28000,36000,48500,50,27500,32000,38500,190,29500,40000,50500,55,21500,28000,35500,20,25500,31500,36000,90,24000,29500,35500,20,25500,32500,36000,NA,NA,NA,NA
CAH13-01-04,01,04,15,21000,33000,44500,15,21000,33000,44500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,03,85,27500,33000,39500,70,26500,33000,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,32000,38000,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,04,80,26500,33500,46500,55,26500,38500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27000,30500,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15,01,03,40600,22000,29000,39000,36000,22000,29500,40000,4465,19500,25000,32000,1490,18500,23500,30000,2400,20000,26500,34000,3215,20000,26500,34500,3505,23000,30500,41000,5040,24000,31500,42500,2205,21000,27500,35500,3055,19500,25000,31500,10625,28000,37000,52000,1625,19500,25000,31500,310,21000,26000,33000,2765,21000,27500,34500,410,22500,29500,37000,425,20500,27500,34000
CAH15,01,04,4175,16500,23000,30000,3400,17000,24000,30500,570,17000,23500,29500,165,16000,21000,26500,325,21500,29000,37500,280,16500,24000,30500,525,17000,23500,28500,385,18500,25000,32000,290,15500,22000,27000,260,18500,23500,29500,600,15500,24500,32500,430,14000,20000,25000,30,11000,21000,25000,340,14500,19500,26500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15,02,03,4275,19500,28500,37000,3655,19000,28000,37000,230,18000,25500,35000,190,16500,25000,33000,305,19000,29000,39000,500,18500,26000,33000,385,19500,29500,40500,640,19500,29500,38500,330,20000,28000,37000,335,18500,25500,33000,740,21000,30500,39500,155,19500,31000,37500,NA,NA,NA,NA,420,22000,32500,39500,45,20500,30500,37000,45,30500,37500,40000
CAH15,02,04,3615,19500,29000,38500,2900,19500,28500,39500,270,17000,23500,31000,235,16500,21500,27500,290,17000,24500,32000,305,23500,32500,41000,265,20000,28000,37000,425,21000,30500,38500,445,21000,30500,39500,130,14000,20000,27500,535,27500,40000,48500,300,20000,30500,37000,35,18500,30000,35500,380,19500,29000,37000,25,21500,35000,40500,20,21000,28500,36500
CAH15-01,01,03,15965,20000,25500,32000,13820,20000,26000,32000,1915,19000,23500,29000,565,18000,22500,27500,1105,19000,24500,29500,1260,19500,24000,29500,1570,20000,26500,32000,1895,22500,27500,33500,915,20500,25500,30000,1250,19000,24000,28500,3340,23500,30000,37000,745,18500,23500,28000,120,19500,23500,29000,1330,19500,25000,31000,170,21000,25000,30500,195,18500,25000,31000
CAH15-01,01,04,1145,17500,24500,31500,890,19000,25500,32500,195,18500,25000,32000,20,17000,22000,23500,170,27500,36000,40000,55,18500,26000,32000,190,14000,21000,26000,95,26500,32000,34500,70,17000,22500,27000,55,18000,21500,25000,35,22000,28000,34500,110,17000,21500,26000,NA,NA,NA,NA,140,14000,19500,27500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01,02,03,1505,18000,26500,36000,1325,18500,26500,37000,95,16000,24500,31500,60,17000,25000,33000,110,15000,23000,37500,135,19000,27500,35500,185,17000,25500,38000,210,19000,28500,41000,115,17000,27500,38500,100,18500,23500,31000,315,19000,28500,38000,45,14000,24000,33000,NA,NA,NA,NA,120,18500,24500,32500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01,02,04,450,19500,27500,36000,360,21000,29000,37000,50,17000,24000,29000,NA,NA,NA,NA,85,24500,30500,38500,20,21500,30500,40000,50,17500,24500,33500,55,23500,32500,36500,35,18500,28000,32000,NA,NA,NA,NA,45,26500,34500,42500,25,14000,25000,31000,NA,NA,NA,NA,60,16000,25000,33500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,01,03,415,18500,25000,31000,400,19000,25000,31000,75,19500,24500,29000,20,14500,17500,23500,100,18000,22500,30000,50,19000,25000,33000,35,20500,29000,34500,40,20500,27500,34500,30,20500,26500,31000,NA,NA,NA,NA,45,23000,28000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,01,04,165,19500,25500,30000,150,19500,25500,29500,45,22500,25000,29500,NA,NA,NA,NA,30,19500,26000,29000,NA,NA,NA,NA,20,20500,26000,27500,NA,NA,NA,NA,30,19000,23500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,02,03,450,16500,25000,33500,370,16500,26000,35500,30,16000,23500,29000,20,17000,27500,33000,45,11500,19000,30500,40,15500,24500,35000,50,18000,25000,38000,70,20000,29000,40500,40,16500,26000,34000,30,14000,25000,30500,45,12500,29500,41000,NA,NA,NA,NA,NA,NA,NA,NA,60,18000,23500,31000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,02,04,50,16000,23500,35000,40,15500,23500,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,01,03,12620,20000,25500,31500,10800,20500,26000,31500,1520,19000,23500,29000,520,18500,22500,27500,865,19500,24500,29500,935,19500,23500,29000,1250,20000,26500,32000,1505,22500,27500,33500,710,20500,25500,30000,1040,19000,24000,28500,2455,23500,29500,36000,580,19000,23500,27500,100,20000,24000,29000,1195,19500,24500,31000,140,21000,24500,29500,175,18500,24500,31000
CAH15-01-02,01,04,515,15500,22000,27500,445,15500,22500,27500,95,15000,21000,26500,NA,NA,NA,NA,20,21000,27500,29000,30,17500,22000,27500,170,13500,20000,25000,55,27500,32000,34000,20,16500,23000,29000,35,18000,21500,25000,NA,NA,NA,NA,15,17000,22000,26500,NA,NA,NA,NA,55,14000,17000,23500,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,02,03,545,18000,24500,33000,485,17500,25000,34000,35,18500,25000,31500,25,13000,23500,33000,35,18500,21000,29500,50,19500,28000,36000,65,14000,22500,32000,65,18500,27500,39000,30,14000,26500,37000,50,18500,22500,29500,135,18000,26500,34000,20,13000,22500,30000,NA,NA,NA,NA,35,19000,23500,31000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,02,04,205,20000,28000,34500,170,20000,29000,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,16000,21500,25000,45,23500,32000,36000,25,18500,29000,31500,NA,NA,NA,NA,35,26500,34000,41000,20,13500,22500,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,01,03,2030,19500,26000,32500,1775,19500,26000,33000,255,17000,23000,29000,15,18500,24000,29000,110,15500,24000,31500,250,20500,25500,32000,210,16500,24500,32500,220,21000,28000,33500,115,19500,26000,30500,160,18500,23000,29000,440,22500,30000,38500,155,18500,23000,29500,NA,NA,NA,NA,95,23500,28500,36500,15,27500,31000,44000,15,24000,28000,33000
CAH15-01-03,01,04,460,20000,28000,37500,295,25000,35000,40000,60,26500,36000,40000,NA,NA,NA,NA,115,35000,38500,41000,20,24000,32000,38000,NA,NA,NA,NA,30,24500,31500,35000,20,18000,22000,31000,20,18000,22500,25500,15,23000,28000,35500,95,16500,21000,26000,NA,NA,NA,NA,75,13500,21000,28000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,02,03,485,19500,29000,41000,445,19500,29500,42000,30,14000,25500,36500,15,18500,24000,37000,35,23000,37000,48000,45,18500,28000,42000,70,19000,30500,43500,70,19500,29000,41500,40,21500,30500,45500,20,18500,26500,34500,115,22000,31000,44000,15,24000,31500,40000,NA,NA,NA,NA,20,19500,26500,36000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,02,04,195,21000,28500,37000,150,23500,29000,39000,40,17000,23000,27500,NA,NA,NA,NA,65,26000,33000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,16000,22500,30000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-04,01,03,775,22000,28500,36500,725,22500,29000,37000,55,18000,23000,30500,NA,NA,NA,NA,25,21500,22500,33000,25,23000,28000,34500,65,22000,28000,36500,110,21000,26500,35000,50,19500,26000,31500,35,19500,25500,32500,345,26500,32000,41000,NA,NA,NA,NA,NA,NA,NA,NA,35,19500,23500,28000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-04,02,03,15,18000,27500,34500,15,18000,27500,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-05,01,03,120,22500,28500,35500,115,22500,28500,35500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,22000,27500,35000,NA,NA,NA,NA,NA,NA,NA,NA,55,22500,30000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,01,03,8420,32500,45000,61000,7980,33000,45500,61500,505,27500,36000,49000,95,28000,37500,47500,345,26500,36500,51000,460,29000,38000,50500,775,34500,46500,63000,1205,34000,45500,60500,390,30000,40000,53500,365,27500,37500,46500,3835,37000,51000,69500,150,25000,35000,46500,65,24500,34500,44500,260,29000,35500,46000,110,32000,39500,52500,40,23500,33000,42000
CAH15-02,01,04,70,21500,36500,56500,65,22500,40000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36000,45500,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,02,03,210,24000,34000,52000,200,24500,34500,53500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,32000,48000,77000,35,19500,34500,53500,NA,NA,NA,NA,NA,NA,NA,NA,90,24500,36000,56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,02,04,65,28000,48500,69000,60,28000,49000,69500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30500,51500,74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02-01,01,03,8420,32500,45000,61000,7980,33000,45500,61500,505,27500,36000,49000,95,28000,37500,47500,345,26500,36500,51000,460,29000,38000,50500,775,34500,46500,63000,1205,34000,45500,60500,390,30000,40000,53500,365,27500,37500,46500,3835,37000,51000,69500,150,25000,35000,46500,65,24500,34500,44500,260,29000,35500,46000,110,32000,39500,52500,40,23500,33000,42000
CAH15-02-01,01,04,70,21500,36500,56500,65,22500,40000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36000,45500,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02-01,02,03,210,24000,34000,52000,200,24500,34500,53500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,32000,48000,77000,35,19500,34500,53500,NA,NA,NA,NA,NA,NA,NA,NA,90,24500,36000,56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02-01,02,04,65,28000,48500,69000,60,28000,49000,69500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30500,51500,74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03,01,03,7220,25000,32000,42500,6535,25000,33000,43500,570,21000,26500,33000,105,22500,26500,38000,305,21000,27500,35500,385,22500,29000,37000,585,26500,33500,44000,1080,25000,32500,44000,400,22500,29000,37000,400,20500,26000,33000,2700,30000,37000,50000,175,21000,26000,32000,55,21000,25000,31500,475,22000,28000,34000,100,22500,28000,36000,90,21500,27500,34000
CAH15-03,01,04,270,18500,23000,28500,270,18500,23500,28500,30,16500,20000,26000,35,17000,20500,23500,NA,NA,NA,NA,30,17500,22500,24500,40,16500,25500,30500,30,22500,26500,31500,45,19500,25000,33000,40,19500,23000,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03,02,03,385,19500,29000,41000,350,19500,29000,42500,20,22000,29000,46500,NA,NA,NA,NA,25,13000,23500,30500,25,22000,27500,35000,40,25000,34500,53000,55,19500,27500,43000,40,17000,26000,42500,25,19500,32500,41000,115,19500,29500,40000,NA,NA,NA,NA,NA,NA,NA,NA,25,18500,29000,35000,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03,02,04,25,14500,24000,34000,25,14000,24000,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
