LEO5SECSBJ,KISMODE,KISLEVEL,LEO5SECPOP_UK,LEO5LQ_UK,LEO5MED_UK,LEO5UQ_UK,LEO5SECPOP_E,LEO5LQ_E,LEO5MED_E,LEO5UQ_E,LEO5SECPOP_NW,LEO5LQ_NW,LEO5MED_NW,LEO5UQ_NW,LEO5SECPOP_NE,LEO5LQ_NE,LEO5MED_NE,LEO5UQ_NE,LEO5SECPOP_EM,LEO5LQ_EM,LEO5MED_EM,LEO5UQ_EM,LEO5SECPOP_WM,LEO5LQ_WM,LEO5MED_WM,LEO5UQ_WM,LEO5SECPOP_EE,LEO5LQ_EE,LEO5MED_EE,LEO5UQ_EE,LEO5SECPOP_SE,LEO5LQ_SE,LEO5MED_SE,LEO5UQ_SE,LEO5SECPOP_SW,LEO5LQ_SW,LEO5MED_SW,LEO5UQ_SW,LEO5SECPOP_YH,LEO5LQ_YH,LEO5MED_YH,LEO5UQ_YH,LEO5SECPOP_LN,LEO5LQ_LN,LEO5MED_LN,LEO5UQ_LN,LEO5SECPOP_W,LEO5LQ_W,LEO5MED_W,LEO5UQ_W,LEO5SECPOP_CF,LEO5LQ_CF,LEO5MED_CF,LEO5UQ_CF,LEO5SECPOP_S,LEO5LQ_S,LEO5MED_S,LEO5UQ_S,LEO5SECPOP_ED,LEO5LQ_ED,LEO5MED_ED,LEO5UQ_ED,LEO5SECPOP_GL,LEO5LQ_GL,LEO5MED_GL,LEO5UQ_GL
CAH01,01,03,11405,45500,52000,59000,9690,45500,52000,59500,1320,45500,51500,59000,470,44000,50500,57500,625,46000,52000,59000,845,45000,51500,59500,705,46000,53000,61000,1315,45000,52000,59000,980,45000,50500,58500,1005,45000,51500,59000,2435,46500,53000,60500,450,45500,52000,59000,185,46500,52500,59500,1110,46000,53500,58000,255,46500,53500,58000,345,48000,54000,57500
CAH01,01,04,70,17000,26000,38500,65,18500,26500,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01,02,03,25,30000,44000,52000,15,31500,42500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01,02,04,50,29000,41000,52000,45,27000,40500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01,01,03,11405,45500,52000,59000,9690,45500,52000,59500,1320,45500,51500,59000,470,44000,50500,57500,625,46000,52000,59000,845,45000,51500,59500,705,46000,53000,61000,1315,45000,52000,59000,980,45000,50500,58500,1005,45000,51500,59000,2435,46500,53000,60500,450,45500,52000,59000,185,46500,52500,59500,1110,46000,53500,58000,255,46500,53500,58000,345,48000,54000,57500
CAH01-01,01,04,70,17000,26000,38500,65,18500,26500,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01,02,03,25,30000,44000,52000,15,31500,42500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01,02,04,50,29000,41000,52000,45,27000,40500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-02,01,03,11080,46000,52000,59000,9425,46000,52000,59500,1285,46000,51500,59000,460,44000,50500,57500,610,46500,52000,59000,815,45500,51500,60000,690,46500,53000,61000,1280,45500,52000,59000,960,45000,50500,58500,970,45500,52000,59000,2355,46500,53000,60500,430,45500,52500,59000,180,46500,53000,59500,1075,46500,53500,58000,250,46500,53500,58000,340,48000,54000,57500
CAH01-01-02,01,04,40,19000,23000,34000,40,19000,23500,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-02,02,03,25,25000,42500,52000,15,19500,39500,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-03,01,03,40,44500,48500,55500,40,44500,48500,52500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,42000,47500,52500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-03,02,04,20,40500,54000,59000,15,40500,51000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-04,01,03,285,23000,42000,53500,230,18500,42000,54000,30,11500,36500,45500,NA,NA,NA,NA,NA,NA,NA,NA,30,13000,40000,45500,NA,NA,NA,NA,30,28500,44000,63500,15,12500,43000,54500,35,11500,41000,47500,55,32000,46500,58000,15,36500,45000,47500,NA,NA,NA,NA,35,27500,41000,52000,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-04,01,04,25,11500,33000,41000,25,17000,35500,41500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH01-01-04,02,04,20,25000,40500,49000,20,25000,40000,49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02,01,03,48095,24000,32000,38500,40245,24000,32000,39000,6600,23500,30500,37000,2005,24500,31000,36000,3290,23500,30500,37000,4740,23500,31000,37500,3720,24500,32500,40000,5295,25000,32500,40000,3520,22500,30500,36000,4030,22500,30000,36500,7045,27500,37000,45000,2655,24000,31000,37000,425,25500,31500,38000,4825,25000,32000,37000,515,25000,32000,37000,665,25000,31500,36500
CAH02,01,04,6375,21000,29000,37500,5690,21000,29000,37000,970,20500,26500,36000,435,23000,29000,33000,665,22000,30000,37000,530,22000,30500,40500,500,21000,27500,36500,715,21000,29000,37000,585,20000,29000,37000,800,21000,29000,36000,490,21000,31000,42500,185,22000,30500,37500,NA,NA,NA,NA,475,21000,37500,43500,20,36000,42500,49500,NA,NA,NA,NA
CAH02,02,03,7915,25500,34500,43000,6865,25000,34500,43500,940,27000,34500,42000,705,25500,33500,41000,665,23500,34500,41500,820,23500,33000,41500,580,25500,36500,45000,1080,25000,36000,44500,485,23500,31000,39000,560,25000,34500,42500,1025,27000,39500,47500,305,25000,35500,42000,30,25500,37000,45000,715,26500,34500,41000,40,22500,30000,39500,80,25000,34500,41000
CAH02,02,04,13405,24500,34000,42500,12580,24500,34000,42500,2125,26000,34500,41500,1020,24000,33000,40000,1105,23500,31000,38500,1865,24000,33000,40500,725,25000,35000,44500,1625,24000,35000,44500,750,21500,32000,39500,1730,22500,30500,38500,1635,30000,41000,49000,330,22000,30000,39000,20,17500,26500,33000,445,25000,33500,40000,20,29000,33500,38000,30,28000,36000,45000
CAH02-02,01,03,3305,26500,38500,45500,2815,26500,38500,45500,430,23000,37000,43500,115,29500,38500,42500,215,25000,38000,44000,325,23000,38500,45500,200,30000,40000,45500,340,30000,39500,46500,120,29500,38500,44500,220,19000,38000,44000,845,27500,39500,48000,135,32000,41000,45500,35,26500,36000,43500,340,27500,36500,43000,45,27500,36500,46500,75,25000,33500,42500
CAH02-02,02,03,115,18500,27500,37500,105,18500,28000,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,19500,29000,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-02,02,04,70,27000,34500,45500,40,21500,30500,38500,15,26500,37000,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,34000,44000,50000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-02-01,01,03,960,26500,34000,44500,765,26500,35000,45500,100,24000,37000,49500,35,27500,29500,38500,30,23000,31000,41000,55,24000,35000,44000,45,27500,34500,42000,120,29500,35000,47000,35,24000,33500,41500,45,26500,35500,45000,295,27000,35500,48000,35,28500,36000,41500,NA,NA,NA,NA,155,24000,31000,37000,25,22000,33000,42500,40,22500,28500,35000
CAH02-02-01,02,03,50,19000,26500,33000,45,20500,27500,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,15000,27500,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-02-01,02,04,40,27500,40000,49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,34000,44000,50000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-02-03,01,03,2325,27500,39500,45500,2030,26000,39500,45500,330,22500,37000,42500,80,34500,40000,45500,185,25000,38500,44000,270,22500,38500,45500,155,31000,40500,45500,220,32000,41000,46500,85,33000,40000,45000,165,17000,39000,44000,545,28000,41000,48000,100,34500,41500,46000,25,18500,36500,45000,185,35500,39500,46500,15,36500,39000,46500,40,31500,40000,47500
CAH02-02-03,02,03,65,18500,29000,39500,60,17500,29000,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,24500,36500,47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-02-03,02,04,30,25000,30000,37500,30,25000,30000,37500,15,26500,37000,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04,01,03,28305,23500,31500,37500,22960,23500,31500,38000,4010,24000,30500,36500,1345,25000,31500,36000,1950,23500,30500,36500,2900,23500,31000,37000,2225,23500,32000,39000,2985,23000,32000,38500,2115,22000,29500,35000,2250,23000,30500,36000,3175,27500,37500,44000,1810,24000,30500,36000,210,25000,31500,37000,3325,24000,32000,37000,325,25000,32000,37000,340,25000,32500,37000
CAH02-04,01,04,3610,21500,29000,35500,3470,21500,28500,35000,595,20500,26500,33000,360,23500,29500,33500,485,21000,28500,35000,235,20000,27000,34000,350,22500,29000,36000,460,20500,28500,35500,285,21000,28500,34500,450,21500,29000,35000,245,23500,34000,45000,95,23000,30000,36000,NA,NA,NA,NA,40,27500,33000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04,02,03,6105,27000,36000,43500,5215,27500,36000,44000,650,28000,36000,42500,635,26500,34500,41500,560,26500,35500,42500,650,26000,35000,42500,435,28000,38000,45500,825,26500,36500,45000,370,23000,32000,39000,425,26500,34500,42000,655,32500,43500,50500,225,29500,37000,43000,25,30000,39000,45000,640,26500,34500,41000,30,23500,35000,43000,65,27500,34500,42000
CAH02-04,02,04,9265,25500,34500,42500,8745,25500,34500,42500,1500,26000,33000,40500,840,25500,34000,41000,835,25000,32500,38500,1125,25000,33500,41000,395,27500,36500,45000,1200,25000,35500,45000,365,21000,32000,39500,1235,23500,32500,40000,1245,32500,42500,50000,160,22500,30000,39000,NA,NA,NA,NA,325,27000,34500,40000,NA,NA,NA,NA,25,30500,36500,44000
CAH02-04-01,01,03,2980,23500,31000,37000,1970,23500,31000,37500,250,23500,30500,37500,30,30500,36000,39500,300,24000,30500,37000,140,26000,32000,38000,420,23500,32000,38500,195,21000,28000,34500,150,21500,29500,34500,225,23500,30500,37000,250,25000,36500,42500,685,25000,31000,36500,115,26500,32000,37000,310,23500,32000,36500,40,27500,33000,37500,25,30000,33000,37000
CAH02-04-01,01,04,825,21000,27500,33000,800,21000,27000,33000,145,18500,23000,28000,95,25000,29500,33000,110,21000,29500,35000,30,18500,24000,29000,75,23500,31500,38000,135,19500,26500,32000,50,21000,28000,33000,50,19000,26500,34500,105,23000,31000,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-01,02,03,3540,28000,36500,43500,2960,28000,36000,44000,340,27500,35000,41500,435,26500,33500,41000,460,27500,36000,42500,260,28500,36000,42500,220,30500,39500,47500,475,28000,37000,45500,220,25500,34000,40500,245,26500,35000,42500,305,34000,44000,49500,125,30500,37500,43000,NA,NA,NA,NA,440,27500,37000,42500,30,23500,35500,43000,35,29000,36500,44000
CAH02-04-01,02,04,6410,25500,34500,42500,6120,25500,34500,42500,950,26500,34500,41000,400,24000,32000,40000,770,25000,32500,38500,970,26500,34500,41000,230,27500,36000,44500,945,24500,35500,45000,210,20000,31000,38500,935,23500,33000,40500,710,32000,42000,49500,95,23500,32500,40000,NA,NA,NA,NA,175,26000,33500,40500,NA,NA,NA,NA,15,29500,35000,45500
CAH02-04-02,01,03,13540,23500,31000,37000,10805,23500,31000,37000,1930,24500,30500,36000,680,23500,30000,34500,895,23000,30500,35500,1550,22500,30500,37000,900,23500,31500,38500,1315,23000,31500,38500,1125,22500,29500,35500,1090,23500,30500,36000,1315,27500,36500,42500,600,22500,29500,35000,30,26500,31500,36500,2005,23500,32000,36500,190,26000,32000,37000,200,23500,32000,36000
CAH02-04-02,01,04,1330,21500,29000,35500,1300,21000,29000,35500,170,21000,30000,36000,165,22500,28000,32500,255,21000,27500,34500,60,15500,23500,34000,80,20000,29500,34000,155,22000,30000,37000,110,21000,29500,37000,250,22000,29000,34500,65,23000,37000,46500,25,26500,33000,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-02,02,03,520,22000,30000,37000,370,21000,29500,37500,25,25000,27500,33000,NA,NA,NA,NA,30,19000,23500,33000,70,20500,29000,37000,25,21000,33000,37000,55,21000,31000,40000,70,21000,29000,36000,40,25000,32000,37500,50,23500,35500,46500,NA,NA,NA,NA,NA,NA,NA,NA,135,24000,31000,36000,NA,NA,NA,NA,25,28500,33000,36000
CAH02-04-02,02,04,415,26000,34500,43500,390,25500,34500,44000,65,26500,34500,41000,NA,NA,NA,NA,20,23500,30500,34500,NA,NA,NA,NA,20,19500,27500,34000,90,27500,37000,48000,60,20500,36500,43000,55,25000,31000,37000,65,36000,45000,55000,NA,NA,NA,NA,NA,NA,NA,NA,20,26000,31500,38000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-03,01,03,1240,25000,33000,38500,1190,25000,33000,38500,225,25500,31000,36000,90,27000,33500,37000,80,26500,31500,36000,230,25000,32000,38500,65,22500,34000,39500,170,24500,33000,39000,75,22000,28500,34500,80,24500,32000,36500,175,30000,40500,45500,25,22500,31500,35000,NA,NA,NA,NA,20,30000,37000,39000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-03,01,04,290,23500,31000,36500,240,22000,30500,36000,30,18500,30500,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,22500,29500,37000,70,25500,32000,36000,35,19000,24500,29000,50,23500,32500,37000,NA,NA,NA,NA,25,30000,35000,36500,NA,NA,NA,NA,25,30000,35000,39000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-03,02,03,530,25500,34500,42500,490,25500,34500,42500,30,28000,35500,42500,125,29000,36000,42500,15,21000,26000,36000,35,23500,30500,37000,50,24500,34000,38500,70,23000,31000,42500,25,20000,27500,34500,25,24500,31000,42500,110,31500,40000,45500,25,27500,34500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-03,02,04,645,25500,33500,41000,625,25500,33500,41000,NA,NA,NA,NA,390,28000,35000,41500,NA,NA,NA,NA,15,14000,22000,30500,30,30000,39000,43500,15,23000,32000,39500,60,23500,33500,40500,60,18000,25500,33000,40,23500,34000,45500,25,24000,32000,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-04,01,03,3170,22500,31000,38500,2835,22500,31000,38500,325,22500,30500,37500,105,21500,31500,38500,265,21000,29000,37000,295,22000,30500,37000,360,22500,31500,39000,515,22000,30500,38000,270,20000,27500,35500,280,22000,29000,35500,420,27500,37000,44000,155,23500,30000,36000,30,22000,29000,35000,170,26000,33000,37000,20,21000,32000,37000,20,28000,37000,40500
CAH02-04-04,01,04,90,18500,27500,36000,80,17500,26500,36000,25,19500,31500,40000,NA,NA,NA,NA,NA,NA,NA,NA,15,17000,25000,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-04,02,03,105,22500,33000,40000,100,22500,32500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20500,33000,45500,NA,NA,NA,NA,NA,NA,NA,NA,20,21500,33000,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-04,02,04,375,28500,39000,46500,340,29500,40000,48000,15,19500,27500,40500,NA,NA,NA,NA,NA,NA,NA,NA,40,25500,32000,41500,50,32000,41500,50500,25,22500,33000,42500,NA,NA,NA,NA,NA,NA,NA,NA,180,35000,43500,50500,NA,NA,NA,NA,NA,NA,NA,NA,25,31000,36000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-05,01,03,2710,23500,31000,37000,2390,23500,31000,37500,400,23500,29500,33500,130,25000,31500,36000,145,23000,29000,34500,270,23500,30500,36000,170,22500,30500,38500,400,25000,33500,39000,200,19500,28000,33500,205,22500,29000,34000,465,27500,37000,43000,85,26500,32000,35500,NA,NA,NA,NA,220,22000,30500,36000,30,20000,26000,33500,35,27000,33500,36000
CAH02-04-05,01,04,85,21000,27500,32000,85,21000,27500,32000,NA,NA,NA,NA,25,22000,27000,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21000,27500,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-05,02,03,200,26000,36000,45500,175,27500,37000,46000,15,29000,36000,42500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,26500,35000,44000,25,26000,34500,41000,NA,NA,NA,NA,NA,NA,NA,NA,65,34000,45500,51500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-05,02,04,35,25500,32000,40500,35,25500,31500,40500,30,27000,32500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-06,01,03,40,13000,26500,35000,35,13500,26000,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14000,27500,42500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-06,01,04,40,14000,20500,25000,35,13000,21000,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-06,02,04,20,19500,25000,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-07,01,03,3585,27500,33500,40500,2900,27000,34000,41500,570,26000,32000,38500,235,29000,33500,39000,215,27500,33000,41000,345,26000,33000,40000,240,29000,36000,45000,340,26500,34500,42500,240,25000,31000,36000,260,25000,31500,37000,455,33000,41500,50500,205,28000,32500,37000,20,22500,27000,38500,450,27500,32000,37500,30,26000,31500,37000,35,27500,33000,37500
CAH02-04-07,01,04,325,25000,30500,36000,320,25000,30500,36000,40,26500,32000,40000,45,29000,33000,37500,65,25000,31000,38000,NA,NA,NA,NA,75,23000,27500,32500,NA,NA,NA,NA,25,27500,33000,38000,40,26000,30500,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-07,02,03,285,27000,36000,45500,235,27000,36500,47000,40,28500,36000,43000,NA,NA,NA,NA,NA,NA,NA,NA,45,26000,37500,44500,20,18500,38500,49500,35,34500,41000,50500,15,26000,31000,36000,NA,NA,NA,NA,50,33000,45500,56000,15,34500,37000,42500,NA,NA,NA,NA,30,26000,31000,36000,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-07,02,04,320,25000,33000,41000,260,23500,31500,39000,100,22000,32000,38500,NA,NA,NA,NA,25,27000,33000,36500,40,22500,29000,37500,15,29000,40500,44000,20,26000,37500,47000,NA,NA,NA,NA,25,22500,28500,36500,25,25000,37500,50500,NA,NA,NA,NA,NA,NA,NA,NA,45,33000,39500,46500,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-08,01,03,615,25000,32500,38500,475,25000,32500,39500,75,29000,32000,37000,65,24000,31000,38000,45,19500,26500,34000,55,24500,30000,38500,55,26000,34500,44000,40,25000,32000,43500,35,31000,33500,41000,45,23000,32500,35500,60,32000,40000,45500,45,24000,32500,37500,NA,NA,NA,NA,95,23000,32500,38000,15,22500,36000,39000,20,29000,36000,41000
CAH02-04-08,01,04,45,25000,31500,35500,45,27500,32000,36000,NA,NA,NA,NA,25,29000,33000,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-08,02,03,15,30500,33500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-09,01,03,420,20000,28500,36500,365,19500,28500,37000,235,19500,27500,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15000,26500,55000,60,17000,26500,37000,15,27500,41500,56000,NA,NA,NA,NA,NA,NA,NA,NA,45,27000,32000,36500,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-09,01,04,575,22500,28500,36500,565,22500,28000,36500,185,22500,25500,31500,NA,NA,NA,NA,15,21500,31500,39000,105,23500,30000,35500,80,23000,29000,37500,60,20000,27500,37000,50,21000,26000,32000,25,16500,23500,31500,40,34500,39500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-09,02,03,920,29000,38500,46500,875,29000,38000,46000,190,29000,37500,45000,60,26500,34500,44000,15,37500,44000,55000,225,25000,36000,45000,65,32500,42500,49000,155,30000,38000,45500,20,22500,37500,42500,85,28000,36000,43000,60,39500,47000,56500,35,38500,44000,51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH02-04-09,02,04,1040,26500,34500,43000,965,26500,35000,43500,340,25000,32000,39000,30,26000,34000,38000,NA,NA,NA,NA,50,17000,29000,39500,50,23500,35500,45000,100,28000,37500,43000,15,24500,32000,41000,145,27500,33500,40000,230,32500,43500,50500,15,28500,34500,39500,NA,NA,NA,NA,60,24000,34000,37500,NA,NA,NA,NA,NA,NA,NA,NA
